outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,comparison,sample,fe_spec
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0017222307911411616,0.0006553065454577248,-2.6281299997365375,0.00858556981681513,30486,2651,4524,-0.0010575385452460163,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0003173176659222424,0.00046199724382444616,-0.6868388722310638,0.49218427089535055,30486,2651,4524,-0.0010575385452460163,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,is_true_peer,0.0011283817824685712,0.000583213977282327,1.9347646428616627,0.05301918373113801,30486,2651,4524,-0.0010575385452460163,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,ai_active_true,0.0009935777462078466,0.0010039295091577994,0.9896887551809918,0.32232627292084315,30486,2651,4524,-0.0010575385452460163,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active_true,-0.0008439445723521838,0.0007292216535381614,-1.1573224248860279,0.24714065492187842,30486,2651,4524,-0.0010575385452460163,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0021731047569446995,0.0008533022197030555,-2.5466999930000513,0.010874687857680865,30486,2651,4524,-0.001139014415215498,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0002039345122011454,0.0005932612297064382,-0.3437516257417626,0.7310330826446394,30486,2651,4524,-0.001139014415215498,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,is_true_peer,0.0014777561265560484,0.0007552782999665953,1.9565716724833841,0.05039784821096194,30486,2651,4524,-0.001139014415215498,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,ai_active_true,0.0021771598866031647,0.0013525653599459435,1.6096522586458792,0.10747379280197089,30486,2651,4524,-0.001139014415215498,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active_true,-0.0011487067982106777,0.0009665896330473923,-1.1884120819598694,0.23467109871860425,30486,2651,4524,-0.001139014415215498,0.25555992914780556,0.1695204356097881,0.08282490323427147,true_top5_vs_low_similarity_same_industry,base_no_announcement_filter,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0020641649436663103,0.0006962862336466647,-2.96453504883422,0.0030314070925272496,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00026909629988964857,0.000522880662999024,-0.5146419038451817,0.6068032773762968,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_0_p1_mm,is_true_peer,0.0009000272114472091,0.0005429796990072927,1.6575706478394894,0.09740415823560467,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_0_p1_mm,ai_active_true,0.0011297100846330006,0.0010316596964091416,1.0950414061585805,0.27349849677819194,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_0_p1_mm,specz_ai_active_true,-0.0014392230012118957,0.0007218134689956383,-1.99389878830398,0.0461631164079066,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0029450848357061915,0.000876845391048306,-3.3587276226487512,0.0007830220450513181,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_m1_p1_mm,specz_ai_active,4.0715766780454715e-05,0.0006590526962893253,0.061779227988440585,0.950738645548018,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_m1_p1_mm,is_true_peer,0.0012392861964804626,0.0007020025752771991,1.7653584760584486,0.07750353745399541,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_m1_p1_mm,ai_active_true,0.002352516047133655,0.001314664339614444,1.7894423513636835,0.07354360386687242,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_m1_p1_mm,specz_ai_active_true,-0.002175184346435066,0.0009427045081283966,-2.3073872328812555,0.02103324233489956,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0017506313898780614,0.0007026656089001733,-2.491414646887565,0.012723553378242158,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0002718116031970715,0.00052438961440734,-0.5183390283277641,0.6042217470324776,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,is_true_peer,0.0011192062155582878,0.0006100345265181215,1.8346604444609922,0.06655601663291089,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,ai_active_true,0.0011748300706506435,0.0011105605094744585,1.057871282679229,0.2901141291208402,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active_true,-0.000997343764938858,0.0007794034129191265,-1.2796245800406134,0.20067720090461671,25318,2651,4362,-0.0012180310811865833,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0025750050145767634,0.0008853673814491791,-2.9084028489529024,0.0036328003119490138,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-5.689498639031673e-05,0.0006620626169692092,-0.08593595972956554,0.9315173255036644,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,is_true_peer,0.0017111499526949216,0.0007744110525928578,2.2096145799646134,0.0271319225617066,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,ai_active_true,0.0025222564321364174,0.00140150247020096,1.7996803329035544,0.0719111282853444,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active_true,-0.0011866665529986417,0.0009929150876813763,-1.1951339724021193,0.23203469069047555,25318,2651,4362,-0.0013575563327154622,0.25278458014061145,0.0,0.07433446559759854,true_top5_vs_low_similarity_same_industry,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0021953491090191657,0.0006803476942906369,-3.2268046580331866,0.001251808887887229,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0002049379882278878,0.0004764405069631272,-0.4301439219225506,0.6670909517094921,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_0_p1_mm,is_true_peer,0.0010570637804168809,0.0005446511292092341,1.9408089393876893,0.05228145631570058,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_0_p1_mm,ai_active_true,0.0006774749623158777,0.0010140963044340584,0.6680578159625179,0.504096687668099,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_0_p1_mm,specz_ai_active_true,-0.0016609478864189654,0.0006967117045734741,-2.383981603173719,0.017126458512348286,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0027655223766805616,0.0008832606572627793,-3.1310376545593037,0.0017418982466927968,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00020800435192493057,0.0006118714719851695,-0.3399477855211595,0.7338958496603012,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_m1_p1_mm,is_true_peer,0.0011695831801649423,0.0007101585368376641,1.646932508018697,0.09957191916704478,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_m1_p1_mm,ai_active_true,0.0015114133630547673,0.0013192441274750698,1.1456661671464057,0.25193330790350554,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_m1_p1_mm,specz_ai_active_true,-0.00215931908466942,0.0009066077104224346,-2.3817568059985765,0.017230272199440844,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0017862638116581846,0.000678460467947558,-2.632819296107102,0.008467938716757661,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0003514106929832407,0.0004714668805563904,-0.7453560525153574,0.456056503978749,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,is_true_peer,0.0011861387360554692,0.000605142084899742,1.9600995628191764,0.04998415434148895,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,ai_active_true,0.0008765956424143588,0.001045006218745863,0.8388425127903852,0.4015576907312328,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active_true,-0.001154278856218418,0.000730444974757029,-1.5802406698771123,0.11405176124140426,27961,2433,4458,-0.0010956226218146194,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0023610919786788533,0.0008912810200557569,-2.6490993587310405,0.00807066002547363,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0003864641996272873,0.0006076967945358809,-0.6359490507473277,0.5248096305659051,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,is_true_peer,0.0014180029787566712,0.0007893055898085551,1.7965196206207101,0.0724119151049929,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,ai_active_true,0.0022856059910194735,0.0014107780536670997,1.6201031658228546,0.10521011748809439,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active_true,-0.0015209415769495032,0.0009736569471436212,-1.562091844988555,0.1182663537553652,27961,2433,4458,-0.001103845876624175,0.2548549765745145,0.16183255248381676,0.0,true_top5_vs_low_similarity_same_industry,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0019773784284531546,0.0007177081644908698,-2.755128792293834,0.005866903611157603,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0003280453697549393,0.0005224766690929761,-0.6278660639994295,0.5300916837503267,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_0_p1_mm,is_true_peer,0.0009747964037930328,0.000567801952681133,1.716789453065619,0.0860176487133657,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_0_p1_mm,ai_active_true,0.0011537247186027642,0.0010836911047018604,1.0646250703701874,0.2870456300866038,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_0_p1_mm,specz_ai_active_true,-0.0017177010473347167,0.0007290688010185131,-2.3560205085378487,0.01847189784443226,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0031174983145539166,0.0009077345786361672,-3.4343721038343893,0.0005939282729952033,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00015049840458069013,0.0006609969551920843,-0.22768396041545397,0.8198919426971731,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_m1_p1_mm,is_true_peer,0.0012931598220379918,0.0007270369702980549,1.7786713397914966,0.07529366058313647,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_m1_p1_mm,ai_active_true,0.002527329814986456,0.0013553300758586725,1.864733809131521,0.06221872527586991,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_m1_p1_mm,specz_ai_active_true,-0.002503037688160108,0.0009630023473080995,-2.5992020633770014,0.00934407524351255,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0016486781446363482,0.0007220588294964477,-2.2833016885703206,0.022412603630506123,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00036967731832939865,0.0005221805209488169,-0.7079492694551004,0.4789767617405003,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,is_true_peer,0.0011320793196866552,0.0006337495688263204,1.7863196684823346,0.0740475140762209,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,ai_active_true,0.0012845863839357414,0.0011514145530680516,1.1156593257509566,0.26456798734435516,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active_true,-0.0012357842570654921,0.0007834337652783042,-1.5773946845736175,0.1147047377387842,23436,2433,4284,-0.0012155059677772205,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.002828256376737708,0.000913143401854828,-3.09727516071714,0.0019530849216835566,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0002379520950621153,0.0006612283043381592,-0.3598637467588261,0.7189490291265126,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,is_true_peer,0.001611132537777096,0.0008029839716712444,2.0064317528329467,0.044810203379662905,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,ai_active_true,0.0028085391670195853,0.001446418712443354,1.9417193257098269,0.05217108783788427,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active_true,-0.0014099130617472285,0.0009984637755340137,-1.4120823371815938,0.1579257188275538,23436,2433,4284,-0.0013113693807155268,0.2524321556579621,0.0,0.0,true_top5_vs_low_similarity_same_industry,drop_either_cleaning_ann,event_fe_peer_industry_week_fe
