outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,peer_group,top_n,sample,fe_spec,model
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.002246880563801942,0.0007182928441995874,-3.128084293121004,0.0017594971250476377,17585,2383,2787,-0.0016169913002445158,0.2525447824850725,0.16104634631788456,0.0,low_similarity_same_industry,10,drop_focal_cleaning_ann_event_or_0,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,0.00010530694941073365,0.0005213426954871179,0.20199179987040927,0.83992313481006,17585,2383,2787,-0.0016169913002445158,0.2525447824850725,0.16104634631788456,0.0,low_similarity_same_industry,10,drop_focal_cleaning_ann_event_or_0,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0030959195739426997,0.0009226975186323159,-3.355291968847688,0.0007928126068061925,17585,2383,2787,-0.001745849490692093,0.2525447824850725,0.16104634631788456,0.0,low_similarity_same_industry,10,drop_focal_cleaning_ann_event_or_0,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,8.728627565803156e-05,0.0006730673704413696,0.12968430723479116,0.8968161987227845,17585,2383,2787,-0.001745849490692093,0.2525447824850725,0.16104634631788456,0.0,low_similarity_same_industry,10,drop_focal_cleaning_ann_event_or_0,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0022468805638019415,0.0007182928441995874,-3.1280842931210033,0.0017594971250476377,17585,2383,2787,-0.0016169913002445158,0.2525447824850725,0.16104634631788456,0.0,low_similarity_same_industry,10,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,0.00010530694941073351,0.0005213426954871179,0.20199179987040902,0.8399231348100602,17585,2383,2787,-0.0016169913002445158,0.2525447824850725,0.16104634631788456,0.0,low_similarity_same_industry,10,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.003095919573942699,0.0009226975186323159,-3.355291968847687,0.0007928126068061925,17585,2383,2787,-0.001745849490692093,0.2525447824850725,0.16104634631788456,0.0,low_similarity_same_industry,10,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,8.728627565803167e-05,0.0006730673704413696,0.12968430723479132,0.8968161987227845,17585,2383,2787,-0.001745849490692093,0.2525447824850725,0.16104634631788456,0.0,low_similarity_same_industry,10,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0023078031966565896,0.0007601960879072666,-3.035799885539676,0.0023989852660832867,14753,2382,2659,-0.0017355303273045414,0.2505253168847014,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,6.123686750743071e-05,0.0005880367043335307,0.10413783196889959,0.9170599684897334,14753,2382,2659,-0.0017355303273045414,0.2505253168847014,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.003664525342557224,0.0009611171270492233,-3.812777068917581,0.00013741404880063257,14753,2382,2659,-0.0020137149025382284,0.2505253168847014,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,8.463150316089585e-05,0.0007388319850658327,0.1145476980850455,0.9088036375932136,14753,2382,2659,-0.0020137149025382284,0.2505253168847014,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0023078031966565896,0.0007601960879072666,-3.035799885539676,0.0023989852660832867,14753,2382,2659,-0.0017355303273045414,0.2505253168847014,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,6.123686750743098e-05,0.0005880367043335307,0.10413783196890004,0.9170599684897329,14753,2382,2659,-0.0017355303273045414,0.2505253168847014,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.003664525342557224,0.0009611171270492233,-3.812777068917581,0.00013741404880063257,14753,2382,2659,-0.0020137149025382284,0.2505253168847014,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,8.463150316089588e-05,0.0007388319850658327,0.11454769808504553,0.9088036375932136,14753,2382,2659,-0.0020137149025382284,0.2505253168847014,0.0,0.0,low_similarity_same_industry,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,0.00024900916215334735,0.0006719293475552559,0.3705883111957246,0.7109441894350927,20073,2598,4658,-0.0008641461098959022,0.28057589797240073,0.17655557216161014,0.08080506152543217,random_same_industry_one_draw,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,-0.00039031942784311416,0.0005498372434109115,-0.7098817559570362,0.4777774648211315,20073,2598,4658,-0.0008641461098959022,0.28057589797240073,0.17655557216161014,0.08080506152543217,random_same_industry_one_draw,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-2.3417501469921994e-05,0.0008326416479270237,-0.028124345603205286,0.9775629767678478,20073,2598,4658,-0.0006370469653978088,0.28057589797240073,0.17655557216161014,0.08080506152543217,random_same_industry_one_draw,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,-0.0010769668172931673,0.0006217270603349671,-1.732218019773711,0.08323475183252671,20073,2598,4658,-0.0006370469653978088,0.28057589797240073,0.17655557216161014,0.08080506152543217,random_same_industry_one_draw,10,base_no_announcement_filter,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,0.00024900916215334724,0.0006719293475552559,0.37058831119572444,0.7109441894350927,20073,2598,4658,-0.0008641461098959022,0.28057589797240073,0.17655557216161014,0.08080506152543217,random_same_industry_one_draw,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,-0.0003903194278431145,0.0005498372434109115,-0.7098817559570367,0.47777746482113126,20073,2598,4658,-0.0008641461098959022,0.28057589797240073,0.17655557216161014,0.08080506152543217,random_same_industry_one_draw,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-2.3417501469922265e-05,0.0008326416479270237,-0.028124345603205612,0.9775629767678473,20073,2598,4658,-0.0006370469653978088,0.28057589797240073,0.17655557216161014,0.08080506152543217,random_same_industry_one_draw,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,-0.0010769668172931671,0.0006217270603349671,-1.7322180197737107,0.08323475183252671,20073,2598,4658,-0.0006370469653978088,0.28057589797240073,0.17655557216161014,0.08080506152543217,random_same_industry_one_draw,10,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0003612855670945221,0.000724563951958037,-0.49862481581949564,0.6180437194595902,16529,2594,4525,-0.0009035737965172769,0.2779962490168794,0.0,0.07259967330147014,random_same_industry_one_draw,10,drop_peer_cleaning_ann_m1_p1,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,-0.0005910440761736578,0.0005970834859524957,-0.9898851501993836,0.32223025857919674,16529,2594,4525,-0.0009035737965172769,0.2779962490168794,0.0,0.07259967330147014,random_same_industry_one_draw,10,drop_peer_cleaning_ann_m1_p1,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0012287216158705459,0.0008804820289074914,-1.3955101586742806,0.162862053552574,16529,2594,4525,-0.0007636200612026703,0.2779962490168794,0.0,0.07259967330147014,random_same_industry_one_draw,10,drop_peer_cleaning_ann_m1_p1,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,-0.0008038639870619469,0.0006637451655961154,-1.2111033401501154,0.2258558014352019,16529,2594,4525,-0.0007636200612026703,0.2779962490168794,0.0,0.07259967330147014,random_same_industry_one_draw,10,drop_peer_cleaning_ann_m1_p1,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0003612855670945221,0.000724563951958037,-0.49862481581949564,0.6180437194595902,16529,2594,4525,-0.0009035737965172769,0.2779962490168794,0.0,0.07259967330147014,random_same_industry_one_draw,10,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,-0.0005910440761736575,0.0005970834859524957,-0.9898851501993833,0.32223025857919696,16529,2594,4525,-0.0009035737965172769,0.2779962490168794,0.0,0.07259967330147014,random_same_industry_one_draw,10,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0012287216158705463,0.0008804820289074914,-1.395510158674281,0.162862053552574,16529,2594,4525,-0.0007636200612026703,0.2779962490168794,0.0,0.07259967330147014,random_same_industry_one_draw,10,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,-0.000803863987061947,0.0006637451655961154,-1.2111033401501157,0.2258558014352019,16529,2594,4525,-0.0007636200612026703,0.2779962490168794,0.0,0.07259967330147014,random_same_industry_one_draw,10,drop_peer_cleaning_ann_m1_p1,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,0.00011458856936141763,0.0006866682703816852,0.16687616758194385,0.8674674856961586,18451,2383,4603,-0.0008800084841040029,0.2792260582082272,0.1692049211424855,0.0,random_same_industry_one_draw,10,drop_focal_cleaning_ann_event_or_0,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,-0.00010522431935887364,0.0005610606787145668,-0.18754534643195928,0.8512330730621593,18451,2383,4603,-0.0008800084841040029,0.2792260582082272,0.1692049211424855,0.0,random_same_industry_one_draw,10,drop_focal_cleaning_ann_event_or_0,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.00019371794950507,0.0008534629376231682,-0.22697874853776345,0.8204402671334319,18451,2383,4603,-0.000603659722299252,0.2792260582082272,0.1692049211424855,0.0,random_same_industry_one_draw,10,drop_focal_cleaning_ann_event_or_0,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,-0.0006526698455251869,0.0006285132874972044,-1.0384344428487362,0.29906784128687636,18451,2383,4603,-0.000603659722299252,0.2792260582082272,0.1692049211424855,0.0,random_same_industry_one_draw,10,drop_focal_cleaning_ann_event_or_0,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,0.00011458856936141784,0.0006866682703816852,0.16687616758194415,0.8674674856961584,18451,2383,4603,-0.0008800084841040029,0.2792260582082272,0.1692049211424855,0.0,random_same_industry_one_draw,10,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,-0.00010522431935887369,0.0005610606787145668,-0.1875453464319594,0.8512330730621591,18451,2383,4603,-0.0008800084841040029,0.2792260582082272,0.1692049211424855,0.0,random_same_industry_one_draw,10,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.00019371794950506977,0.0008534629376231682,-0.2269787485377632,0.8204402671334321,18451,2383,4603,-0.000603659722299252,0.2792260582082272,0.1692049211424855,0.0,random_same_industry_one_draw,10,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,-0.0006526698455251869,0.0006285132874972044,-1.0384344428487362,0.29906784128687636,18451,2383,4603,-0.000603659722299252,0.2792260582082272,0.1692049211424855,0.0,random_same_industry_one_draw,10,drop_focal_cleaning_ann_event_or_0,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0004352161842629613,0.000746038754940066,-0.5833694045799604,0.5596446495707976,15329,2379,4464,-0.0008843629445001935,0.2772522669450062,0.0,0.0,random_same_industry_one_draw,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,-0.0003812729389871155,0.0006106933311167759,-0.6243279884682563,0.5324122066107613,15329,2379,4464,-0.0008843629445001935,0.2772522669450062,0.0,0.0,random_same_industry_one_draw,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.0013570855590173238,0.0009054691098843767,-1.498765164049181,0.13393456484258026,15329,2379,4464,-0.000712474336129659,0.2772522669450062,0.0,0.0,random_same_industry_one_draw,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,-0.0005018005093031584,0.0006794246228715182,-0.7385668585020516,0.4601700548557883,15329,2379,4464,-0.000712474336129659,0.2772522669450062,0.0,0.0,random_same_industry_one_draw,10,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,ai_active_peer_tminus5,-0.0004352161842629611,0.000746038754940066,-0.5833694045799602,0.5596446495707976,15329,2379,4464,-0.0008843629445001935,0.2772522669450062,0.0,0.0,random_same_industry_one_draw,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_0_p1_mm,specz_ai_active,-0.00038127293898711543,0.0006106933311167759,-0.6243279884682562,0.5324122066107613,15329,2379,4464,-0.0008843629445001935,0.2772522669450062,0.0,0.0,random_same_industry_one_draw,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,ai_active_peer_tminus5,-0.001357085559017324,0.0009054691098843767,-1.4987651640491815,0.13393456484258004,15329,2379,4464,-0.000712474336129659,0.2772522669450062,0.0,0.0,random_same_industry_one_draw,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_car_m1_p1_mm,specz_ai_active,-0.0005018005093031585,0.0006794246228715182,-0.7385668585020518,0.4601700548557881,15329,2379,4464,-0.000712474336129659,0.2772522669450062,0.0,0.0,random_same_industry_one_draw,10,drop_either_cleaning_ann,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
