outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,draw,fe_spec
peer_car_m1_p1_mm,specz_ai_active,-0.0009539307051817205,0.000977213306252697,-0.9761744944302305,0.32897800031894997,7737,2371,3680,-0.0013110691412872176,0.270259790616518,0.0,0.0,31,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.00024985879194210043,0.0008518512736703339,0.2933126939700928,0.769283151751792,7734,2361,3699,-0.00035436912262536813,0.2765709852598914,0.0,0.0,32,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0002498587919421003,0.0008518512736703339,0.2933126939700927,0.7692831517517922,7734,2361,3699,-0.00035436912262536813,0.2765709852598914,0.0,0.0,32,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-5.869547954956427e-05,0.0009883588038978718,-0.059386813086585645,0.9526440161541452,7734,2361,3699,-0.00023389434782430704,0.2765709852598914,0.0,0.0,32,event_fe
peer_car_m1_p1_mm,specz_ai_active,-5.869547954956426e-05,0.0009883588038978718,-0.05938681308658564,0.9526440161541452,7734,2361,3699,-0.00023389434782430704,0.2765709852598914,0.0,0.0,32,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00013880889696095145,0.0009424745889135209,-0.14728131516094192,0.8829099799825453,7801,2372,3678,-0.0005585797173128958,0.26958082297141395,0.0,0.0,33,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00013880889696095145,0.0009424745889135209,-0.14728131516094192,0.8829099799825453,7801,2372,3678,-0.0005585797173128958,0.26958082297141395,0.0,0.0,33,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00034486446851814015,0.0010808382134087195,0.31907131357848234,0.7496724360758509,7801,2372,3678,-0.0006619779618654184,0.26958082297141395,0.0,0.0,33,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.00034486446851814004,0.0010808382134087195,0.31907131357848223,0.7496724360758509,7801,2372,3678,-0.0006619779618654184,0.26958082297141395,0.0,0.0,33,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.000932826531388547,0.000866336703444487,1.076748252359275,0.28159274922872024,7746,2372,3713,-0.0013444512122483096,0.2686547895688097,0.0,0.0,34,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0009328265313885472,0.0008663367034444872,1.076748252359275,0.28159274922872024,7746,2372,3713,-0.0013444512122483096,0.2686547895688097,0.0,0.0,34,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.001067132632370275,0.001067602553214197,0.9995598354064372,0.3175235686347233,7746,2372,3713,-0.0014922210375198479,0.2686547895688097,0.0,0.0,34,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.001067132632370275,0.001067602553214197,0.9995598354064372,0.3175235686347233,7746,2372,3713,-0.0014922210375198479,0.2686547895688097,0.0,0.0,34,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,5.589577366926364e-06,0.0008587882928557625,0.006508679046309682,0.9948068621438202,7717,2375,3625,-0.0010856134571453108,0.2766619152520409,0.0,0.0,35,event_fe
peer_car_0_p1_mm,specz_ai_active,5.5895773669265194e-06,0.0008587882928557619,0.006508679046309867,0.99480686214382,7717,2375,3625,-0.0010856134571453108,0.2766619152520409,0.0,0.0,35,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0007006568346923817,0.0010394370164318008,-0.6740733912840721,0.5002646553683041,7717,2375,3625,-0.0013915369614179893,0.2766619152520409,0.0,0.0,35,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0007006568346923812,0.0010394370164318002,-0.674073391284072,0.5002646553683041,7717,2375,3625,-0.0013915369614179893,0.2766619152520409,0.0,0.0,35,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0001895389693872075,0.0008282767032789256,-0.2288353259688139,0.8189969090454505,7728,2375,3671,-0.000802142022895291,0.2741977225672878,0.0,0.0,36,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00018953896938720722,0.0008282767032789256,-0.22883532596881356,0.8189969090454507,7728,2375,3671,-0.000802142022895291,0.2741977225672878,0.0,0.0,36,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0006251755850597267,0.0010419024898173004,-0.6000327201150585,0.5484844294195073,7728,2375,3671,-0.0010247605145629506,0.2741977225672878,0.0,0.0,36,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.000625175585059727,0.0010419024898173004,-0.6000327201150587,0.548484429419507,7728,2375,3671,-0.0010247605145629506,0.2741977225672878,0.0,0.0,36,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.000524063319543668,0.0008357368908143714,0.6270673525408245,0.5306150864503132,7766,2367,3706,-0.0012317072832290189,0.2746587689930466,0.0,0.0,37,event_fe
peer_car_0_p1_mm,specz_ai_active,0.000524063319543668,0.0008357368908143717,0.6270673525408242,0.5306150864503134,7766,2367,3706,-0.0012317072832290189,0.2746587689930466,0.0,0.0,37,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0005093894045781626,0.0010139226740557856,0.5023947265530194,0.6153898877837831,7766,2367,3706,-0.0010971479671036204,0.2746587689930466,0.0,0.0,37,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0005093894045781629,0.0010139226740557856,0.5023947265530198,0.6153898877837829,7766,2367,3706,-0.0010971479671036204,0.2746587689930466,0.0,0.0,37,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00019353018056533474,0.0008732105643707803,-0.22163059914968972,0.8246014601437277,7667,2378,3683,-0.0012341612521562088,0.2772922916394939,0.0,0.0,38,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00019353018056533463,0.0008732105643707805,-0.22163059914968955,0.8246014601437279,7667,2378,3683,-0.0012341612521562088,0.2772922916394939,0.0,0.0,38,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,3.773064598378783e-05,0.0010278485910126109,0.03670836961173098,0.9707175351572317,7667,2378,3683,-0.0012765984954383343,0.2772922916394939,0.0,0.0,38,event_fe
peer_car_m1_p1_mm,specz_ai_active,3.773064598378753e-05,0.001027848591012611,0.036708369611730685,0.9707175351572319,7667,2378,3683,-0.0012765984954383343,0.2772922916394939,0.0,0.0,38,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0008763870514072931,0.0008350658928678248,-1.0494825125686322,0.2939560996288053,7673,2373,3679,-0.0005003423474540612,0.26339111169034274,0.0,0.0,39,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0008763870514072931,0.0008350658928678248,-1.0494825125686322,0.2939560996288053,7673,2373,3679,-0.0005003423474540612,0.26339111169034274,0.0,0.0,39,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00012159709905614125,0.0009839312593678123,-0.12358292095960936,0.9016455159101022,7673,2373,3679,-0.0008531060022003083,0.26339111169034274,0.0,0.0,39,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00012159709905614142,0.0009839312593678123,-0.12358292095960953,0.901645515910102,7673,2373,3679,-0.0008531060022003083,0.26339111169034274,0.0,0.0,39,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,7.200093203785842e-05,0.000808461076192579,0.08905924373866514,0.9290348274221367,7766,2368,3691,-0.0007357570478749927,0.2759464331702292,0.0,0.0,40,event_fe
peer_car_0_p1_mm,specz_ai_active,7.200093203785877e-05,0.0008084610761925788,0.0890592437386656,0.9290348274221363,7766,2368,3691,-0.0007357570478749927,0.2759464331702292,0.0,0.0,40,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0008572650727399994,0.0010871825902611283,0.7885198681613312,0.4303926817686361,7766,2368,3691,-0.0009250567996852272,0.2759464331702292,0.0,0.0,40,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0008572650727399992,0.0010871825902611283,0.788519868161331,0.43039268176863654,7766,2368,3691,-0.0009250567996852272,0.2759464331702292,0.0,0.0,40,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00121689819022631,0.0009842129537887792,-1.2364175715649717,0.21630338789041015,7755,2377,3648,-0.0007756202265401382,0.27775628626692456,0.0,0.0,41,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0012168981902263103,0.0009842129537887792,-1.236417571564972,0.21630338789040993,7755,2377,3648,-0.0007756202265401382,0.27775628626692456,0.0,0.0,41,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0012953083543175389,0.0011272097744201817,-1.1491280360692617,0.2505031893500109,7755,2377,3648,-0.0008158112540302638,0.27775628626692456,0.0,0.0,41,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0012953083543175393,0.0011272097744201817,-1.149128036069262,0.2505031893500107,7755,2377,3648,-0.0008158112540302638,0.27775628626692456,0.0,0.0,41,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00022685003160036746,0.0008609887641806614,-0.26347618115114857,0.7921835798504586,7693,2381,3674,-0.001318843504839549,0.2721955024047836,0.0,0.0,42,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00022685003160036746,0.0008609887641806615,-0.2634761811511485,0.7921835798504586,7693,2381,3674,-0.001318843504839549,0.2721955024047836,0.0,0.0,42,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0009284222050731077,0.0010178862414497493,0.9121080207850927,0.36171185648255344,7693,2381,3674,-0.0013319258314994753,0.2721955024047836,0.0,0.0,42,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0009284222050731077,0.0010178862414497488,0.912108020785093,0.36171185648255344,7693,2381,3674,-0.0013319258314994753,0.2721955024047836,0.0,0.0,42,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0009014654282921277,0.0008801017839182073,-1.0242740609828214,0.30570584610278284,7732,2374,3697,-0.0008386189208818601,0.26939989653388513,0.0,0.0,43,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.000901465428292128,0.0008801017839182073,-1.0242740609828216,0.3057058461027826,7732,2374,3697,-0.0008386189208818601,0.26939989653388513,0.0,0.0,43,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00031980625510304563,0.0010839937772332679,-0.2950259141886435,0.7679740836462836,7732,2374,3697,-0.001041659037691473,0.26939989653388513,0.0,0.0,43,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00031980625510304563,0.001083993777233268,-0.29502591418864343,0.7679740836462836,7732,2374,3697,-0.001041659037691473,0.26939989653388513,0.0,0.0,43,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0014327293053533574,0.0008918252698971736,-1.6065134659377274,0.10816113864047994,7658,2377,3688,-0.0007817098663353403,0.2743536171324106,0.0,0.0,44,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0014327293053533574,0.0008918252698971736,-1.6065134659377274,0.10816113864047994,7658,2377,3688,-0.0007817098663353403,0.2743536171324106,0.0,0.0,44,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0020630013811169814,0.0010673932512792067,-1.932747259404721,0.053267340258310814,7658,2377,3688,-0.0013406412105209302,0.2743536171324106,0.0,0.0,44,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.002063001381116982,0.0010673932512792069,-1.932747259404721,0.053267340258310814,7658,2377,3688,-0.0013406412105209302,0.2743536171324106,0.0,0.0,44,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0005161164332731611,0.0007716198166191616,0.6688740000671782,0.5035758568597895,7717,2372,3701,-0.001120644756516742,0.27251522612414153,0.0,0.0,45,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0005161164332731611,0.0007716198166191618,0.668874000067178,0.5035758568597895,7717,2372,3701,-0.001120644756516742,0.27251522612414153,0.0,0.0,45,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0002279780818478273,0.0010084584760668945,-0.22606590876896426,0.8211501590989734,7717,2372,3701,-0.0008777357405869605,0.27251522612414153,0.0,0.0,45,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0002279780818478273,0.0010084584760668945,-0.22606590876896426,0.8211501590989734,7717,2372,3701,-0.0008777357405869605,0.27251522612414153,0.0,0.0,45,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0015661340766424715,0.0008947729509720023,1.7503145070949695,0.08006405900264557,7601,2366,3647,-0.0010173170794219115,0.26878042362846993,0.0,0.0,46,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0015661340766424722,0.0008947729509720023,1.7503145070949704,0.08006405900264535,7601,2366,3647,-0.0010173170794219115,0.26878042362846993,0.0,0.0,46,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0018166336162311674,0.0010611874608768652,1.7118875629477122,0.08691739109225027,7601,2366,3647,-0.0011019791844095997,0.26878042362846993,0.0,0.0,46,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0018166336162311674,0.0010611874608768652,1.7118875629477122,0.08691739109225027,7601,2366,3647,-0.0011019791844095997,0.26878042362846993,0.0,0.0,46,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-4.373899227580031e-05,0.0009577114939190403,-0.04567032196388965,0.963573018759301,7725,2368,3678,-0.00030300348820800206,0.2796116504854369,0.0,0.0,47,event_fe
peer_car_0_p1_mm,specz_ai_active,-4.373899227580034e-05,0.0009577114939190403,-0.045670321963889676,0.963573018759301,7725,2368,3678,-0.00030300348820800206,0.2796116504854369,0.0,0.0,47,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0004583654043482574,0.0011399650145902114,0.4020872557330439,0.687619811560702,7725,2368,3678,-0.0005004606701497664,0.2796116504854369,0.0,0.0,47,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0004583654043482572,0.0011399650145902114,0.4020872557330437,0.6876198115607022,7725,2368,3678,-0.0005004606701497664,0.2796116504854369,0.0,0.0,47,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0013849301879548094,0.0008102509233652626,-1.709260857368354,0.08740264042422541,7721,2367,3698,-0.0011255174724097618,0.26913612226395545,0.0,0.0,48,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0013849301879548094,0.0008102509233652626,-1.709260857368354,0.08740264042422541,7721,2367,3698,-0.0011255174724097618,0.26913612226395545,0.0,0.0,48,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0015388545100146775,0.001057053704279937,-1.4557959579385253,0.1454490334965346,7721,2367,3698,-0.0010793810463645196,0.26913612226395545,0.0,0.0,48,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0015388545100146775,0.0010570537042799367,-1.4557959579385256,0.1454490334965346,7721,2367,3698,-0.0010793810463645196,0.26913612226395545,0.0,0.0,48,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.00013964425204621446,0.0009580886029901381,0.14575296231516893,0.8841164098798824,7770,2367,3712,-0.0009058011567282701,0.27696267696267696,0.0,0.0,49,event_fe
peer_car_0_p1_mm,specz_ai_active,0.00013964425204621435,0.0009580886029901381,0.14575296231516882,0.8841164098798826,7770,2367,3712,-0.0009058011567282701,0.27696267696267696,0.0,0.0,49,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-6.434384798040588e-05,0.0011117690514641375,-0.057875192600179544,0.9538480434293135,7770,2367,3712,-0.0011118267795457858,0.27696267696267696,0.0,0.0,49,event_fe
peer_car_m1_p1_mm,specz_ai_active,-6.434384798040585e-05,0.0011117690514641375,-0.05787519260017952,0.9538480434293135,7770,2367,3712,-0.0011118267795457858,0.27696267696267696,0.0,0.0,49,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0010536394747302858,0.0010226256628538572,-1.0303276291638115,0.3028562333783289,7712,2371,3660,-0.0007508483838730223,0.2773599585062241,0.0,0.0,50,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0010536394747302862,0.0010226256628538574,-1.0303276291638115,0.3028562333783289,7712,2371,3660,-0.0007508483838730223,0.2773599585062241,0.0,0.0,50,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00023176810108750526,0.001235658268649617,-0.18756650359390373,0.851216486406283,7712,2371,3660,-0.0009576775928297714,0.2773599585062241,0.0,0.0,50,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0002317681010875052,0.001235658268649617,-0.1875665035939037,0.851216486406283,7712,2371,3660,-0.0009576775928297714,0.2773599585062241,0.0,0.0,50,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0009759134129342655,0.0009488068369570019,-1.028569119573589,0.30368219522571405,7676,2380,3683,-0.0006430405573419019,0.272146951537259,0.0,0.0,51,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.000975913412934265,0.0009488068369570019,-1.0285691195735887,0.30368219522571405,7676,2380,3683,-0.0006430405573419019,0.272146951537259,0.0,0.0,51,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0006932249691428171,0.0011972726200944585,-0.5790034429152195,0.5625868500670559,7676,2380,3683,-0.0007376595751523102,0.272146951537259,0.0,0.0,51,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0006932249691428175,0.0011972726200944585,-0.5790034429152199,0.5625868500670559,7676,2380,3683,-0.0007376595751523102,0.272146951537259,0.0,0.0,51,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0012253893467922992,0.0009547074354810086,1.2835234138245852,0.19930876203604386,7737,2379,3692,-0.00020828051105023425,0.26845030373529793,0.0,0.0,52,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0012253893467922992,0.0009547074354810086,1.2835234138245852,0.19930876203604386,7737,2379,3692,-0.00020828051105023425,0.26845030373529793,0.0,0.0,52,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00036959207310207536,0.001139960214782983,0.324214887773461,0.7457753515214496,7737,2379,3692,-0.0004117365544798682,0.26845030373529793,0.0,0.0,52,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.00036959207310207525,0.001139960214782983,0.3242148877734609,0.7457753515214496,7737,2379,3692,-0.0004117365544798682,0.26845030373529793,0.0,0.0,52,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0001346211285697364,0.000833370637820812,-0.161538122967421,0.8716695878280369,7690,2367,3661,-0.0006933153092446804,0.26814044213263977,0.0,0.0,53,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00013462112856973637,0.0008333706378208121,-0.16153812296742096,0.8716695878280369,7690,2367,3661,-0.0006933153092446804,0.26814044213263977,0.0,0.0,53,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00042309307650602014,0.0010758201485009504,0.39327491411604326,0.694116444258325,7690,2367,3661,-0.000510211815895106,0.26814044213263977,0.0,0.0,53,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.00042309307650602025,0.0010758201485009504,0.3932749141160433,0.694116444258325,7690,2367,3661,-0.000510211815895106,0.26814044213263977,0.0,0.0,53,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00028162610231738383,0.0008119010293753058,-0.3468724538187531,0.7286871419667502,7698,2371,3707,-0.0002568978389180571,0.2730579371265264,0.0,0.0,54,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0002816261023173836,0.0008119010293753058,-0.3468724538187528,0.7286871419667504,7698,2371,3707,-0.0002568978389180571,0.2730579371265264,0.0,0.0,54,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0010904323463405722,0.0009854490894449063,-1.1065334150897657,0.26849570921843857,7698,2371,3707,-0.0005129823324903484,0.2730579371265264,0.0,0.0,54,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0010904323463405724,0.0009854490894449063,-1.1065334150897659,0.26849570921843857,7698,2371,3707,-0.0005129823324903484,0.2730579371265264,0.0,0.0,54,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00019476604129026762,0.000832522601174946,-0.2339468514312917,0.8150262400880084,7682,2372,3696,-0.0005348992821249057,0.271674043217912,0.0,0.0,55,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00019476604129026775,0.000832522601174946,-0.23394685143129187,0.8150262400880082,7682,2372,3696,-0.0005348992821249057,0.271674043217912,0.0,0.0,55,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0002510217444289769,0.00095420786715075,0.2630681983146125,0.7924980149280136,7682,2372,3696,-0.0009202266604916841,0.271674043217912,0.0,0.0,55,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0002510217444289769,0.00095420786715075,0.2630681983146125,0.7924980149280136,7682,2372,3696,-0.0009202266604916841,0.271674043217912,0.0,0.0,55,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0005893885599998726,0.0007948180021933433,0.7415390169490663,0.4583666837601581,7585,2375,3662,-0.001201338900248277,0.2706657877389585,0.0,0.0,56,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0005893885599998726,0.0007948180021933433,0.7415390169490663,0.4583666837601581,7585,2375,3662,-0.001201338900248277,0.2706657877389585,0.0,0.0,56,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00036194320466148875,0.0009281793949580942,0.38994962248416415,0.696573799218493,7585,2375,3662,-0.0014968386785848223,0.2706657877389585,0.0,0.0,56,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0003619432046614888,0.0009281793949580942,0.3899496224841642,0.696573799218493,7585,2375,3662,-0.0014968386785848223,0.2706657877389585,0.0,0.0,56,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0006647947037268788,0.0008677464757747472,-0.7661162819858558,0.4436071157883794,7704,2369,3709,-0.0008429816260737895,0.2749221183800623,0.0,0.0,57,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0006647947037268787,0.000867746475774747,-0.7661162819858558,0.4436071157883794,7704,2369,3709,-0.0008429816260737895,0.2749221183800623,0.0,0.0,57,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0003976802693761695,0.0009985487820654581,-0.3982582288604707,0.6904398477362919,7704,2369,3709,-0.0010668561647195335,0.2749221183800623,0.0,0.0,57,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00039768026937616956,0.0009985487820654583,-0.3982582288604707,0.6904398477362919,7704,2369,3709,-0.0010668561647195335,0.2749221183800623,0.0,0.0,57,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.001366680348506221,0.0009619639858979863,1.42071882995748,0.1553985161258118,7783,2373,3728,-0.0005189446171023033,0.27534369780290374,0.0,0.0,58,event_fe
peer_car_0_p1_mm,specz_ai_active,0.001366680348506221,0.0009619639858979863,1.42071882995748,0.1553985161258118,7783,2373,3728,-0.0005189446171023033,0.27534369780290374,0.0,0.0,58,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0018714437317259253,0.001138164023233065,1.6442654077308718,0.10012139144073173,7783,2373,3728,-0.0008017796027441126,0.27534369780290374,0.0,0.0,58,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0018714437317259261,0.001138164023233065,1.6442654077308727,0.10012139144073151,7783,2373,3728,-0.0008017796027441126,0.27534369780290374,0.0,0.0,58,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-8.894620819448022e-05,0.0008687662581457202,-0.10238220851754244,0.9184533050044861,7734,2370,3683,-0.0007319005546650046,0.28316524437548485,0.0,0.0,59,event_fe
peer_car_0_p1_mm,specz_ai_active,-8.894620819448017e-05,0.0008687662581457202,-0.10238220851754237,0.9184533050044861,7734,2370,3683,-0.0007319005546650046,0.28316524437548485,0.0,0.0,59,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.000543682577223048,0.0011589695028105145,-0.46910861407881005,0.6389920021554338,7734,2370,3683,-0.0006022361675767368,0.28316524437548485,0.0,0.0,59,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.000543682577223048,0.0011589695028105147,-0.46910861407880994,0.6389920021554341,7734,2370,3683,-0.0006022361675767368,0.28316524437548485,0.0,0.0,59,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.000276179464064125,0.000851008303532934,-0.32453204383268025,0.7455352664021864,7718,2383,3639,-0.0004973515068512304,0.27325732054936513,0.0,0.0,60,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0002761794640641251,0.000851008303532934,-0.32453204383268036,0.7455352664021864,7718,2383,3639,-0.0004973515068512304,0.27325732054936513,0.0,0.0,60,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0004346087114295192,0.000998106195992502,-0.4354333368278019,0.663247917024913,7718,2383,3639,-0.0011215843113264266,0.27325732054936513,0.0,0.0,60,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0004346087114295192,0.000998106195992502,-0.4354333368278019,0.663247917024913,7718,2383,3639,-0.0011215843113264266,0.27325732054936513,0.0,0.0,60,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-3.759726856167637e-06,0.0008750486588144279,-0.004296591758978931,0.9965718263191892,7638,2368,3715,-0.0009945347369069992,0.27625032731081434,0.0,0.0,61,event_fe
peer_car_0_p1_mm,specz_ai_active,-3.7597268561676505e-06,0.0008750486588144279,-0.004296591758978946,0.9965718263191892,7638,2368,3715,-0.0009945347369069992,0.27625032731081434,0.0,0.0,61,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0006463399914373887,0.0011028864551575889,0.5860440015513969,0.5578459459567515,7638,2368,3715,-0.0010875976205649831,0.27625032731081434,0.0,0.0,61,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0006463399914373888,0.0011028864551575889,0.586044001551397,0.5578459459567515,7638,2368,3715,-0.0010875976205649831,0.27625032731081434,0.0,0.0,61,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0013079060760544964,0.0009302346773594576,-1.4059958286731344,0.1597253634286071,7794,2376,3659,-0.0012439454063969287,0.2729022324865281,0.0,0.0,62,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0013079060760544964,0.0009302346773594579,-1.405995828673134,0.15972536342860733,7794,2376,3659,-0.0012439454063969287,0.2729022324865281,0.0,0.0,62,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0012608079241017813,0.001132078501583742,-1.1137106855557728,0.2654033236686275,7794,2376,3659,-0.001173959322817065,0.2729022324865281,0.0,0.0,62,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0012608079241017813,0.001132078501583742,-1.1137106855557728,0.2654033236686275,7794,2376,3659,-0.001173959322817065,0.2729022324865281,0.0,0.0,62,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0015419853476256776,0.0008550015130895849,-1.803488443024676,0.07131153883914543,7773,2385,3677,-0.0005631026667660448,0.27299626913675545,0.0,0.0,63,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0015419853476256779,0.0008550015130895849,-1.8034884430246763,0.07131153883914543,7773,2385,3677,-0.0005631026667660448,0.27299626913675545,0.0,0.0,63,event_fe_peer_industry_week_fe
