outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,draw,fe_spec
peer_car_m1_p1_mm,specz_ai_active,-0.001002475432703745,0.0009933339014562856,-1.009202878542711,0.3128773464170469,7713,2367,3709,-0.0002043313208002989,0.2670815506288085,0.0,0.0,26,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.001002475432703745,0.0009933339014562856,-1.009202878542711,0.3128773464170469,7713,2367,3709,-0.0002043313208002989,0.2670815506288085,0.0,0.0,26,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0006573117899313261,0.0008193925001895795,-0.8021940520315314,0.42244071648185466,7776,2374,3705,-0.00030966313400023615,0.2725051440329218,0.0,0.0,27,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.000657311789931326,0.0008193925001895794,-0.8021940520315314,0.42244071648185466,7776,2374,3705,-0.00030966313400023615,0.2725051440329218,0.0,0.0,27,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00030104563335258566,0.0009825434878710155,-0.3063942075529849,0.7593045181337357,7776,2374,3705,-0.0005137784348982887,0.2725051440329218,0.0,0.0,27,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00030104563335258555,0.0009825434878710155,-0.3063942075529848,0.7593045181337359,7776,2374,3705,-0.0005137784348982887,0.2725051440329218,0.0,0.0,27,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0005548273285998297,0.0008708562751601488,0.6371055068734481,0.5240561217860835,7770,2373,3688,-0.0003938916644181293,0.2797940797940798,0.0,0.0,28,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0005548273285998296,0.0008708562751601488,0.637105506873448,0.5240561217860837,7770,2373,3688,-0.0003938916644181293,0.2797940797940798,0.0,0.0,28,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0007136478761243936,0.0010078457356488889,0.708092370569907,0.4788878971831476,7770,2373,3688,-0.0004252095407987352,0.2797940797940798,0.0,0.0,28,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0007136478761243935,0.0010078457356488889,0.7080923705699069,0.4788878971831476,7770,2373,3688,-0.0004252095407987352,0.2797940797940798,0.0,0.0,28,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0003095425089907033,0.0009060799934837802,0.3416282350530063,0.7326306858027118,7721,2372,3657,-0.00043701628139668734,0.2772956870871649,0.0,0.0,29,event_fe
peer_car_0_p1_mm,specz_ai_active,0.00030954250899070337,0.0009060799934837802,0.3416282350530064,0.7326306858027118,7721,2372,3657,-0.00043701628139668734,0.2772956870871649,0.0,0.0,29,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0006530374888949576,0.0011461652164623476,0.5697585998208579,0.5688414386959157,7721,2372,3657,-0.00045426141063545296,0.2772956870871649,0.0,0.0,29,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0006530374888949575,0.0011461652164623476,0.5697585998208577,0.568841438695916,7721,2372,3657,-0.00045426141063545296,0.2772956870871649,0.0,0.0,29,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0016043048662754092,0.0008716633774817948,1.840509659715417,0.06569344740464089,7703,2371,3675,-0.0010313645337021392,0.2792418538231858,0.0,0.0,30,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0016043048662754092,0.0008716633774817948,1.840509659715417,0.06569344740464089,7703,2371,3675,-0.0010313645337021392,0.2792418538231858,0.0,0.0,30,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0015138895852762966,0.0010593648891021247,1.4290539556766024,0.15298872611089687,7703,2371,3675,-0.001086110548237127,0.2792418538231858,0.0,0.0,30,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.001513889585276297,0.0010593648891021247,1.4290539556766029,0.15298872611089664,7703,2371,3675,-0.001086110548237127,0.2792418538231858,0.0,0.0,30,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0010971901268740205,0.000834133566807038,-1.3153650332930864,0.18838725125973532,7737,2371,3680,-0.0007861464817040696,0.270259790616518,0.0,0.0,31,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0010971901268740205,0.000834133566807038,-1.3153650332930864,0.18838725125973532,7737,2371,3680,-0.0007861464817040696,0.270259790616518,0.0,0.0,31,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0009539307051817205,0.000977213306252697,-0.9761744944302305,0.32897800031894997,7737,2371,3680,-0.0013110691412872176,0.270259790616518,0.0,0.0,31,event_fe
