outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,peer_group,top_n,sample,fe_spec,model
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.08502120125321999,0.0214825158087934,3.9576929448094904,7.567715256762142e-05,11522,2647,4026,0.11435997610089012,0.2568130532893595,0.17063009894115605,0.08201701093560146,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,specz_ai_active,-0.03182456281035886,0.015271568064342064,-2.0839093062530205,0.037168417680084165,11522,2647,4026,0.11435997610089012,0.2568130532893595,0.17063009894115605,0.08201701093560146,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,ai_active_peer_tminus5,0.06366804939267548,0.018984466600936556,3.3536917697510953,0.0007974113600210941,11522,2647,4026,0.08329994755189574,0.2568130532893595,0.17063009894115605,0.08201701093560146,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_shares_m1_p1,specz_ai_active,-0.024409017725026974,0.01361667955673393,-1.7925822241264282,0.07303975084438807,11522,2647,4026,0.08329994755189574,0.2568130532893595,0.17063009894115605,0.08201701093560146,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,ai_active_peer_tminus5,0.09382574817090404,0.022632884717138278,4.145549687700943,3.3899947620152915e-05,8856,2420,3623,0.09309159387816039,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_0_p1,specz_ai_active,-0.0428640488973482,0.0171005187164322,-2.5065934904161327,0.012190081587016843,8856,2420,3623,0.09309159387816039,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,ai_active_peer_tminus5,0.06974495200305827,0.020230431037348996,3.447526741980762,0.0005657443974429466,8856,2420,3623,0.06279148158879917,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_shares_0_p1,specz_ai_active,-0.03619702335642961,0.01539609349662369,-2.351052451348616,0.018720394768942494,8856,2420,3623,0.06279148158879917,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,ai_active_peer_tminus5,0.09687150387247953,0.022402061036165436,4.324222834501349,1.5307051494106716e-05,8856,2420,3623,0.09404559222528386,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
peer_ablog_value_m1_p1,specz_ai_active,-0.04068808590344679,0.01684630080420817,-2.4152534361302034,0.015724264478790717,8856,2420,3623,0.09404559222528386,0.2528229448961156,0.0,0.0,true_top5,5,drop_either_cleaning_ann,event_fe,M1_specz_x_ai_active
