peer_group,obs,events,peer_firms,mean_similarity,median_similarity,p25_similarity,p75_similarity,same_industry_rate,ext_any_share,text_history_share
true_top1_3,5226,2354,2772,0.2552177406243843,0.21883677379345096,0.16463992087777435,0.31228591097486846,0.4791427477994642,0.2064676616915423,0.25947187141216993
true_top4_5,3457,2189,2155,0.20562994326054243,0.1695655480423405,0.1323316100472866,0.2447188120902632,0.41886028348278853,0.2102979461961238,0.24992768296210588
true_top6_10,8602,2411,3506,0.17975976024174853,0.14428704278165144,0.11300182876876377,0.21188508551371193,0.361195070913741,0.21018367821436876,0.2628458498023715
low_similarity_top5,7269,2343,1679,0.006282652913053182,0.0030493623368576,0.0011878479280405,0.0067489963020419,1.0,0.1694868620167836,0.2422616591002889
random_same_industry_top5,7688,2350,3678,0.05471159822564164,0.0345279490613227,0.017063010216580726,0.0663288209753405,1.0,0.21175858480749218,0.2764047866805411
