outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,draw,fe_spec
peer_car_0_p1_mm,specz_ai_active,-0.0003654425230507787,0.000559503853142247,-0.6531546136785396,0.5136566066688575,20148,2599,4639,-0.0013084347814329238,0.2781913837601747,33,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0003654425230507786,0.000559503853142247,-0.6531546136785394,0.5136566066688575,20148,2599,4639,-0.0013084347814329238,0.2781913837601747,33,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0005069147123170562,0.0006655094839964472,-0.7616941974635516,0.4462425393056546,20148,2599,4639,-0.0011770294361342591,0.2781913837601747,33,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0005069147123170562,0.0006655094839964472,-0.7616941974635516,0.4462425393056546,20148,2599,4639,-0.0011770294361342591,0.2781913837601747,33,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-6.180598456720982e-05,0.0005150627873919228,-0.11999699081382144,0.9044855317174605,20132,2597,4664,-0.0006223391061962954,0.2780151003377707,34,event_fe
peer_car_0_p1_mm,specz_ai_active,-6.18059845672099e-05,0.0005150627873919228,-0.11999699081382159,0.9044855317174605,20132,2597,4664,-0.0006223391061962954,0.2780151003377707,34,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-4.138196207901823e-05,0.000609747743288958,-0.06786734766053477,0.9458912315932033,20132,2597,4664,-0.0003985680648435482,0.2780151003377707,34,event_fe
peer_car_m1_p1_mm,specz_ai_active,-4.138196207901836e-05,0.000609747743288958,-0.067867347660535,0.9458912315932031,20132,2597,4664,-0.0003985680648435482,0.2780151003377707,34,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00024132886511464826,0.0005393465367007261,-0.44744676880822803,0.6545525139732589,20112,2600,4660,-0.000826922816972442,0.27709824980111375,35,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00024132886511464828,0.0005393465367007271,-0.44744676880822726,0.6545525139732593,20112,2600,4660,-0.000826922816972442,0.27709824980111375,35,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0004206429432338996,0.0006658488833094051,-0.6317393537452795,0.5275572081455562,20112,2600,4660,-0.0008847490286629116,0.27709824980111375,35,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00042064294323390026,0.0006658488833094062,-0.6317393537452795,0.5275572081455562,20112,2600,4660,-0.0008847490286629116,0.27709824980111375,35,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0010492426794525605,0.0005515179176621129,-1.9024634483323866,0.05711059300972887,20132,2598,4667,-0.000956187579221681,0.2766739519173455,36,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0010492426794525601,0.0005515179176621129,-1.9024634483323857,0.057110593009729094,20132,2598,4667,-0.000956187579221681,0.2766739519173455,36,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0009988722312948093,0.0006833800623655646,-1.4616642865423204,0.1438332284085062,20132,2598,4667,-0.0004845267434966016,0.2766739519173455,36,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0009988722312948093,0.0006833800623655645,-1.4616642865423206,0.1438332284085062,20132,2598,4667,-0.0004845267434966016,0.2766739519173455,36,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00014866533114246623,0.0005403423211754813,-0.2751317550308738,0.7832150156720037,20096,2598,4652,-0.0006161417638245968,0.27423367834394907,37,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00014866533114246618,0.0005403423211754813,-0.27513175503087367,0.7832150156720039,20096,2598,4652,-0.0006161417638245968,0.27423367834394907,37,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0001976705429504784,0.000710065768254946,-0.27838342839181296,0.7807180391659543,20096,2598,4652,-0.0002680568721058541,0.27423367834394907,37,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00019767054295047836,0.000710065768254946,-0.2783834283918129,0.7807180391659543,20096,2598,4652,-0.0002680568721058541,0.27423367834394907,37,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0004848328330954816,0.0005535240606457442,-0.8759020023987267,0.38108331087627967,20041,2597,4661,-0.0009387164020003315,0.2762836185819071,38,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00048483283309548136,0.0005535240606457442,-0.8759020023987263,0.38108331087627967,20041,2597,4661,-0.0009387164020003315,0.2762836185819071,38,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0011576686277872707,0.0006171390834186079,-1.8758634137614962,0.060674037607262976,20041,2597,4661,-0.0006808266827762131,0.2762836185819071,38,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0011576686277872705,0.000617139083418608,-1.8758634137614956,0.0606740376072632,20041,2597,4661,-0.0006808266827762131,0.2762836185819071,38,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0006080353933237125,0.0005226778245494599,-1.163308188649154,0.24470448451105442,20120,2599,4671,-0.0009301844112319694,0.27380715705765407,39,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0006080353933237126,0.0005226778245494599,-1.1633081886491543,0.24470448451105442,20120,2599,4671,-0.0009301844112319694,0.27380715705765407,39,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0003128006536523684,0.0006341700955676038,-0.4932440930889388,0.6218401259080468,20120,2599,4671,-0.0010189389721069586,0.27380715705765407,39,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0003128006536523684,0.0006341700955676038,-0.4932440930889388,0.6218401259080468,20120,2599,4671,-0.0010189389721069586,0.27380715705765407,39,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0002568658388925972,0.0005502590153880495,0.46680896034288905,0.6406365645445884,20121,2599,4676,-0.0007953362192702827,0.2776203966005666,40,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0002568658388925971,0.0005502590153880495,0.4668089603428889,0.6406365645445886,20121,2599,4676,-0.0007953362192702827,0.2776203966005666,40,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00019896202219830454,0.0006357683521478984,0.3129473518556333,0.7543206615068732,20121,2599,4676,-0.000799369486222635,0.2776203966005666,40,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.00019896202219830457,0.0006357683521478984,0.3129473518556333,0.7543206615068732,20121,2599,4676,-0.000799369486222635,0.2776203966005666,40,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.00037587268875104515,0.000574996502046862,0.653695609300266,0.5133079325817409,20079,2599,4647,-0.00038215050352297824,0.2714278599531849,41,event_fe
peer_car_0_p1_mm,specz_ai_active,0.00037587268875104515,0.000574996502046862,0.653695609300266,0.5133079325817409,20079,2599,4647,-0.00038215050352297824,0.2714278599531849,41,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0007490666302514139,0.0006861252229805559,1.0917345772502547,0.27494978237581824,20079,2599,4647,-8.680637473009551e-05,0.2714278599531849,41,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0007490666302514134,0.000686125222980556,1.0917345772502538,0.2749497823758187,20079,2599,4647,-8.680637473009551e-05,0.2714278599531849,41,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,7.918355147451455e-05,0.0005595729045317759,0.1415071223664262,0.8874693338269193,20116,2599,4677,-0.0008722443963610562,0.2765460330085504,42,event_fe
peer_car_0_p1_mm,specz_ai_active,7.918355147451455e-05,0.0005595729045317759,0.1415071223664262,0.8874693338269193,20116,2599,4677,-0.0008722443963610562,0.2765460330085504,42,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-6.288921613593209e-06,0.0006960786698539097,-0.009034785701612008,0.9927913820487213,20116,2599,4677,-0.0008535126350476717,0.2765460330085504,42,event_fe
peer_car_m1_p1_mm,specz_ai_active,-6.2889216135932055e-06,0.0006960786698539097,-0.009034785701612003,0.9927913820487213,20116,2599,4677,-0.0008535126350476717,0.2765460330085504,42,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00035146135752027225,0.0005070590619946247,-0.6931369220337453,0.48822362877899916,20057,2597,4658,-0.0006889300313229246,0.27087799770653637,43,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.000351461357520273,0.0005070590619946248,-0.6931369220337467,0.4882236287789983,20057,2597,4658,-0.0006889300313229246,0.27087799770653637,43,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.000971649514545316,0.000640225597328622,-1.5176673950550856,0.12909826753606635,20057,2597,4658,-0.0007842862452594983,0.27087799770653637,43,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0009716495145453155,0.0006402255973286222,-1.5176673950550845,0.12909826753606657,20057,2597,4658,-0.0007842862452594983,0.27087799770653637,43,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.000638160355008922,0.0005870935230984447,1.0869824481131507,0.2770445666900976,20058,2598,4667,-0.0010495393511766862,0.27864193837870177,44,event_fe
peer_car_0_p1_mm,specz_ai_active,0.000638160355008922,0.0005870935230984447,1.0869824481131507,0.2770445666900976,20058,2598,4667,-0.0010495393511766862,0.27864193837870177,44,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0005122570157811714,0.0006820840901192045,0.7510173938988178,0.45264218780591126,20058,2598,4667,-0.0010651055466701002,0.27864193837870177,44,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0005122570157811711,0.0006820840901192045,0.7510173938988174,0.4526421878059117,20058,2598,4667,-0.0010651055466701002,0.27864193837870177,44,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0006965911198675223,0.0005482038142643187,-1.2706790827465093,0.20384283995898245,20092,2598,4666,-0.00062037307372976,0.2751841528966753,45,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0006965911198675226,0.0005482038142643187,-1.27067908274651,0.20384283995898222,20092,2598,4666,-0.00062037307372976,0.2751841528966753,45,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0008108525371483552,0.0006569535152449052,-1.2342616613385167,0.21710541712352827,20092,2598,4666,-0.0006533346317734364,0.2751841528966753,45,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0008108525371483555,0.0006569535152449051,-1.2342616613385173,0.21710541712352804,20092,2598,4666,-0.0006533346317734364,0.2751841528966753,45,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0009446993724535137,0.0004833704800231297,-1.954400219906497,0.050653904723480636,20148,2598,4663,-0.0005544505224814255,0.27670240222354575,46,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0009446993724535137,0.0004833704800231297,-1.954400219906497,0.050653904723480636,20148,2598,4663,-0.0005544505224814255,0.27670240222354575,46,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0008829770263141389,0.0006244013151903441,-1.4141178194747555,0.15732731191839244,20148,2598,4663,-0.0002781943449060342,0.27670240222354575,46,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0008829770263141387,0.0006244013151903441,-1.414117819474755,0.15732731191839244,20148,2598,4663,-0.0002781943449060342,0.27670240222354575,46,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.000525177966814757,0.000528407280995844,-0.9938885887889337,0.3202771104522921,20051,2598,4668,-0.0009245404289801366,0.27315345868036506,47,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.000525177966814757,0.000528407280995844,-0.9938885887889337,0.3202771104522921,20051,2598,4668,-0.0009245404289801366,0.27315345868036506,47,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-7.365585981347863e-05,0.0006443858756097303,-0.11430396382258386,0.9089968404199962,20051,2598,4668,-0.0007511719290935617,0.27315345868036506,47,event_fe
peer_car_m1_p1_mm,specz_ai_active,-7.365585981347863e-05,0.0006443858756097303,-0.11430396382258386,0.9089968404199962,20051,2598,4668,-0.0007511719290935617,0.27315345868036506,47,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.00034038915266371606,0.00048556110218475384,0.7010222835646326,0.4832891088023348,20219,2599,4662,-0.0010244210998059345,0.27390078638904003,48,event_fe
peer_car_0_p1_mm,specz_ai_active,0.00034038915266371595,0.0004855611021847539,0.7010222835646323,0.483289108802335,20219,2599,4662,-0.0010244210998059345,0.27390078638904003,48,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00027092902211579373,0.0005740053366651477,0.4719973923758885,0.6369286498551194,20219,2599,4662,-0.0013081272293940663,0.27390078638904003,48,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.00027092902211579357,0.0005740053366651477,0.4719973923758882,0.6369286498551197,20219,2599,4662,-0.0013081272293940663,0.27390078638904003,48,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0006252546117914929,0.0005462621665147097,1.1446053747063885,0.25237266485662957,20166,2599,4647,-0.0009325478847784507,0.27308340771595757,49,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0006252546117914929,0.0005462621665147097,1.1446053747063885,0.25237266485662957,20166,2599,4647,-0.0009325478847784507,0.27308340771595757,49,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0009345513614073424,0.0006525205809367456,1.4322174483228083,0.15208159971908009,20166,2599,4647,-0.0007867889144301035,0.27308340771595757,49,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0009345513614073425,0.0006525205809367456,1.4322174483228085,0.15208159971907986,20166,2599,4647,-0.0007867889144301035,0.27308340771595757,49,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.000663331472586833,0.00051868400516569,1.2788739694699789,0.20094144050752982,20167,2599,4656,-7.252849480860005e-05,0.2758962661774186,50,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0006633314725868332,0.00051868400516569,1.2788739694699793,0.20094144050752982,20167,2599,4656,-7.252849480860005e-05,0.2758962661774186,50,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0003428293397462561,0.0006458835506190873,0.5307912539615693,0.595563441447827,20167,2599,4656,0.0001943798829553382,0.2758962661774186,50,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.00034282933974625625,0.0006458835506190873,0.5307912539615696,0.5955634414478266,20167,2599,4656,0.0001943798829553382,0.2758962661774186,50,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,4.562199534846394e-06,0.0005409077036530358,0.008434340099124948,0.9932704500423339,20243,2599,4672,-0.0008532356449583558,0.2783678308551104,51,event_fe
peer_car_0_p1_mm,specz_ai_active,4.562199534846448e-06,0.0005409077036530359,0.008434340099125047,0.9932704500423339,20243,2599,4672,-0.0008532356449583558,0.2783678308551104,51,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00021988058187403476,0.0006586615680942116,0.33382937843214827,0.7385083131292949,20243,2599,4672,-0.0008866616004827396,0.2783678308551104,51,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.00021988058187403486,0.0006586615680942116,0.33382937843214844,0.7385083131292947,20243,2599,4672,-0.0008866616004827396,0.2783678308551104,51,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0001496602329795977,0.0005169641800027782,-0.28949826461630945,0.7722001077023961,20061,2598,4664,-0.0004980351924867184,0.274213648372464,52,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00014966023297959783,0.0005169641800027782,-0.2894982646163097,0.7722001077023959,20061,2598,4664,-0.0004980351924867184,0.274213648372464,52,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,9.926147715492019e-05,0.000630104475847273,0.15753177601452167,0.8748257668867578,20061,2598,4664,-0.00048436682215918873,0.274213648372464,52,event_fe
peer_car_m1_p1_mm,specz_ai_active,9.926147715492019e-05,0.000630104475847273,0.15753177601452167,0.8748257668867578,20061,2598,4664,-0.00048436682215918873,0.274213648372464,52,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.00013374585418755603,0.0005095049460021021,0.2625015816568819,0.7929347661173305,20063,2600,4646,-0.0005882375144520085,0.2792204555649703,53,event_fe
peer_car_0_p1_mm,specz_ai_active,0.000133745854187556,0.0005095049460021021,0.26250158165688187,0.7929347661173307,20063,2600,4646,-0.0005882375144520085,0.2792204555649703,53,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0006686187178284568,0.0006053024884214471,-1.104602625328917,0.2693318130108149,20063,2600,4646,-0.0005298720918952587,0.2792204555649703,53,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0006686187178284565,0.0006053024884214469,-1.1046026253289167,0.2693318130108149,20063,2600,4646,-0.0005298720918952587,0.2792204555649703,53,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0004974175232354601,0.0005256970730688308,-0.9462056167284993,0.3440437219117758,20271,2598,4679,-0.0010221606201592367,0.2802032460164767,54,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0004974175232354602,0.0005256970730688308,-0.9462056167284996,0.3440437219117758,20271,2598,4679,-0.0010221606201592367,0.2802032460164767,54,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0005576342331381768,0.0006426755512714625,-0.8676761268340755,0.3855716585237179,20271,2598,4679,-0.0009527888504447538,0.2802032460164767,54,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0005576342331381768,0.0006426755512714625,-0.8676761268340755,0.3855716585237179,20271,2598,4679,-0.0009527888504447538,0.2802032460164767,54,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00023708693713053448,0.0005097348586010492,-0.4651181553115906,0.6418468452260839,20092,2597,4644,-0.0007279242678519148,0.2798128608401354,55,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00023708693713053454,0.0005097348586010492,-0.46511815531159073,0.6418468452260839,20092,2597,4644,-0.0007279242678519148,0.2798128608401354,55,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00038840324627630843,0.0006252033987455787,0.621243017961209,0.5344397392604621,20092,2597,4644,-0.000604279839135128,0.2798128608401354,55,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0003884032462763086,0.0006252033987455787,0.6212430179612092,0.5344397392604621,20092,2597,4644,-0.000604279839135128,0.2798128608401354,55,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0007800397767894806,0.0005345167858861424,-1.459336352732685,0.14447255453068486,20182,2600,4662,-0.00033768648835309084,0.2777227232187097,56,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0007800397767894807,0.0005345167858861425,-1.459336352732685,0.14447255453068486,20182,2600,4662,-0.00033768648835309084,0.2777227232187097,56,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0011130196394697073,0.0006443650247894431,-1.7273123100270762,0.08411158955853781,20182,2600,4662,-0.00025723804657931036,0.2777227232187097,56,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0011130196394697073,0.000644365024789443,-1.7273123100270766,0.08411158955853759,20182,2600,4662,-0.00025723804657931036,0.2777227232187097,56,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0007629939647593814,0.0005553740966732752,-1.3738378677179257,0.16949202214952974,20106,2598,4675,-0.0007015002138296485,0.2766338406445837,57,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0007629939647593814,0.0005553740966732752,-1.3738378677179257,0.16949202214952974,20106,2598,4675,-0.0007015002138296485,0.2766338406445837,57,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.000590850544301323,0.0006555177164663672,-0.9013494669318184,0.36740254034494546,20106,2598,4675,-0.0009360823955854731,0.2766338406445837,57,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.000590850544301323,0.0006555177164663672,-0.9013494669318184,0.36740254034494546,20106,2598,4675,-0.0009360823955854731,0.2766338406445837,57,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0005404938412667451,0.0005248561012902145,1.029794337796759,0.3031065593018616,20168,2600,4679,-0.0009932866135361229,0.2782130107100357,58,event_fe
peer_car_0_p1_mm,specz_ai_active,0.000540493841266745,0.0005248561012902145,1.0297943377967589,0.3031065593018616,20168,2600,4679,-0.0009932866135361229,0.2782130107100357,58,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00013572114681940212,0.0006475386361073187,0.20959544226625668,0.833983437178722,20168,2600,4679,-0.0010012557587407232,0.2782130107100357,58,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.00013572114681940193,0.0006475386361073187,0.2095954422662564,0.8339834371787223,20168,2600,4679,-0.0010012557587407232,0.2782130107100357,58,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00031707753087864343,0.0005712939754027607,-0.5550164092927895,0.5788834366124873,20142,2600,4654,-0.0005736522738013573,0.2775791877668553,59,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00031707753087864375,0.0005712939754027609,-0.5550164092927898,0.5788834366124871,20142,2600,4654,-0.0005736522738013573,0.2775791877668553,59,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00010339810696733862,0.0007038068428352,-0.14691261959149468,0.8832009910128815,20142,2600,4654,-0.0005216603985739191,0.2775791877668553,59,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0001033981069673384,0.0007038068428352002,-0.14691261959149432,0.8832009910128817,20142,2600,4654,-0.0005216603985739191,0.2775791877668553,59,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0005675482945902782,0.0006062228250650072,0.9362041004137682,0.3491681124148378,20152,2600,4682,-0.0006389745028055745,0.27813616514489875,60,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0005675482945902782,0.0006062228250650072,0.9362041004137682,0.3491681124148378,20152,2600,4682,-0.0006389745028055745,0.27813616514489875,60,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.0002545722658305662,0.0007074804337379648,0.3598294082643905,0.7189747095990406,20152,2600,4682,-0.00046562791872692145,0.27813616514489875,60,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0002545722658305662,0.0007074804337379648,0.3598294082643905,0.7189747095990406,20152,2600,4682,-0.00046562791872692145,0.27813616514489875,60,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.00017095994514331587,0.0005190624435959034,-0.3293629644228514,0.741881357628305,20141,2598,4652,-0.0009249452768029528,0.2802244178541284,61,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.0001709599451433162,0.0005190624435959032,-0.3293629644228522,0.7418813576283045,20141,2598,4652,-0.0009249452768029528,0.2802244178541284,61,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0006864025274895369,0.0006137674010146012,-1.1183430829901762,0.2634204931035422,20141,2598,4652,-0.0008193312329054168,0.2802244178541284,61,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0006864025274895373,0.0006137674010146012,-1.1183430829901768,0.263420493103542,20141,2598,4652,-0.0008193312329054168,0.2802244178541284,61,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0004991880576867749,0.0005168225081060029,0.9658790974799977,0.3341046828670513,20033,2598,4657,-0.000863082164404651,0.27444716218239906,62,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0004991880576867748,0.0005168225081060029,0.9658790974799975,0.3341046828670513,20033,2598,4657,-0.000863082164404651,0.27444716218239906,62,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00013601857855824072,0.0006387829000662949,-0.21293396949749951,0.831378466090134,20033,2598,4657,-0.0006134477327527675,0.27444716218239906,62,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00013601857855824066,0.0006387829000662949,-0.21293396949749943,0.831378466090134,20033,2598,4657,-0.0006134477327527675,0.27444716218239906,62,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.0002117181225850898,0.000555266994936193,-0.38129066650075033,0.702987578566455,20073,2599,4664,-0.00042218314766303357,0.2793304438798386,63,event_fe
peer_car_0_p1_mm,specz_ai_active,-0.00021171812258508968,0.000555266994936193,-0.38129066650075016,0.7029875785664552,20073,2599,4664,-0.00042218314766303357,0.2793304438798386,63,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.0002338345031941555,0.0006656267199797298,-0.35129975431466515,0.7253634792405688,20073,2599,4664,-0.00020528754958649338,0.2793304438798386,63,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00023383450319415535,0.0006656267199797298,-0.3512997543146649,0.7253634792405692,20073,2599,4664,-0.00020528754958649338,0.2793304438798386,63,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0003573934960225452,0.0005440398579352128,0.6569252065077656,0.5112290096050662,20067,2599,4652,-0.000605702511763974,0.27667314496436934,64,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0003573934960225451,0.0005440398579352128,0.6569252065077655,0.5112290096050665,20067,2599,4652,-0.000605702511763974,0.27667314496436934,64,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.000603577626579609,0.0006440694393266474,0.9371312931888662,0.3486910263253695,20067,2599,4652,-0.0005850994353029982,0.27667314496436934,64,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.0006035776265796088,0.0006440694393266474,0.9371312931888659,0.3486910263253695,20067,2599,4652,-0.0005850994353029982,0.27667314496436934,64,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0002834229202688062,0.0005091393375305294,0.5566706388146868,0.5777524810434467,20115,2597,4674,-0.0009851772122334798,0.27805120556798407,65,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0002834229202688062,0.0005091393375305294,0.5566706388146868,0.5777524810434467,20115,2597,4674,-0.0009851772122334798,0.27805120556798407,65,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,0.00019822501222752792,0.0006394561378163444,0.30999000635827706,0.7565685560596593,20115,2597,4674,-0.0009480950392430812,0.27805120556798407,65,event_fe
peer_car_m1_p1_mm,specz_ai_active,0.00019822501222752784,0.0006394561378163444,0.30999000635827695,0.7565685560596593,20115,2597,4674,-0.0009480950392430812,0.27805120556798407,65,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,0.0005242407844049239,0.0005361748783946973,0.9777421612413024,0.32820186371483695,20163,2600,4652,-0.000787381048601084,0.27709170262361754,66,event_fe
peer_car_0_p1_mm,specz_ai_active,0.0005242407844049239,0.0005361748783946975,0.9777421612413021,0.32820186371483695,20163,2600,4652,-0.000787381048601084,0.27709170262361754,66,event_fe_peer_industry_week_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00013006130660678022,0.0006149141097268526,-0.21151133881860995,0.8324882852553215,20163,2600,4652,-0.0008275269506437822,0.27709170262361754,66,event_fe
peer_car_m1_p1_mm,specz_ai_active,-0.00013006130660678033,0.0006149141097268528,-0.2115113388186101,0.8324882852553213,20163,2600,4652,-0.0008275269506437822,0.27709170262361754,66,event_fe_peer_industry_week_fe
peer_car_0_p1_mm,specz_ai_active,-0.000802467890591204,0.0005403199636349239,-1.4851716475414274,0.13749836051182407,20210,2598,4661,-0.00040406969377894983,0.27580405739732805,67,event_fe
