outcome,rel_year,year,coef,se,t,p,nobs
risk_verifiability_index,-3,2018,0.055112149280318656,0.027931453017482684,1.9731214572268474,0.048506936526091726,13461
risk_verifiability_index,-2,2019,0.0456627172609431,0.026238627395412783,1.7402860512789693,0.08183700788028547,13461
risk_verifiability_index,-1,2020,0.020779915815233085,0.02201200491368945,0.9440264935753255,0.34517702231949743,13461
risk_verifiability_index,2,2023,-0.06561707905807482,0.021876542198238275,-2.999426438761377,0.002710990720870665,13461
risk_verifiability_index,3,2024,-0.0502684383069096,0.023617134511391,-2.1284732185720565,0.03332021973864219,13461
