model,sample_name,top_n,clean,outcome,covariance,term,coef,se,z,p,nobs,events,focal_firms,peer_firms,mean_y,mean_ai_active
M2_plus_similarity_control,all_events,10,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,product_similarity,0.00025002272120932623,0.002046030812049798,0.12219890323100421,0.9027414950412371,176129,20116,2652,4926,-0.0007771881291553338,0.5451402097326391
M1_specz_x_ai_active,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-0.000489331992384173,0.00029890508580484535,-1.6370815205990072,0.10161343723890459,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M1_specz_x_ai_active,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.00012633383545280412,0.00032688406160894955,-0.38647903122280985,0.6991419292274719,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M1_specz_x_ai_active,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.000489331992384173,0.00035894370692596505,-1.3632555270988538,0.1728019927967357,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M1_specz_x_ai_active,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.00012633383545280412,0.00033323053119373126,-0.37911842891537756,0.704599921745638,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M2_plus_similarity_control,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0004913415492616919,0.00029879586516179835,-1.6444054505092625,0.10009248000887472,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M2_plus_similarity_control,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.0001262946019318981,0.0003268760892043733,-0.3863684316564822,0.6992238262933705,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M2_plus_similarity_control,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,product_similarity,0.0006447975339435294,0.0025544534403485774,0.2524209381774996,0.800715717695685,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M2_plus_similarity_control,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0004913415492616919,0.00035860212730738205,-1.3701579322772113,0.17063760693371832,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M2_plus_similarity_control,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.0001262946019318981,0.0003332096027393144,-0.37902449657402076,0.7046696730283324,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M2_plus_similarity_control,all_events,10,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,product_similarity,0.0006447975339435294,0.0029607683618910648,0.21778047288092892,0.8276001597888938,176129,20116,2652,4926,-0.0005394870861697952,0.5451402097326391
M1_specz_x_ai_active,first_focal_event,5,raw,peer_ar0_ma,event_cluster,ai_active_peer_tminus5,-0.000799455334956957,0.0007599373750323613,-1.0520016006883632,0.2927988152372043,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M1_specz_x_ai_active,first_focal_event,5,raw,peer_ar0_ma,event_cluster,specz_ai_active,-0.0009816304135923865,0.000697257281684296,-1.4078453382676166,0.15917687190725038,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M1_specz_x_ai_active,first_focal_event,5,raw,peer_ar0_ma,twoway_event_peer,ai_active_peer_tminus5,-0.000799455334956957,0.0007398939112709171,-1.0804999511128983,0.27991960855169884,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M1_specz_x_ai_active,first_focal_event,5,raw,peer_ar0_ma,twoway_event_peer,specz_ai_active,-0.0009816304135923865,0.0006941309320068588,-1.414186241137986,0.15730722667966623,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M2_plus_similarity_control,first_focal_event,5,raw,peer_ar0_ma,event_cluster,ai_active_peer_tminus5,-0.0008033097237676483,0.000759324420244751,-1.0579268917872016,0.2900887740077813,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M2_plus_similarity_control,first_focal_event,5,raw,peer_ar0_ma,event_cluster,specz_ai_active,-0.000981501918577057,0.0006965059591254654,-1.409179499066215,0.15878209813930333,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M2_plus_similarity_control,first_focal_event,5,raw,peer_ar0_ma,event_cluster,product_similarity,0.007819165249799784,0.005493078699594876,1.4234577142279905,0.15460351195893418,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M2_plus_similarity_control,first_focal_event,5,raw,peer_ar0_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0008033097237676483,0.0007393684218181436,-1.0864809749275874,0.27726625355780365,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M2_plus_similarity_control,first_focal_event,5,raw,peer_ar0_ma,twoway_event_peer,specz_ai_active,-0.000981501918577057,0.0006934637144872175,-1.415361608794239,0.15696249983384059,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M2_plus_similarity_control,first_focal_event,5,raw,peer_ar0_ma,twoway_event_peer,product_similarity,0.007819165249799784,0.0054092687121070635,1.4455124464974116,0.14831399951152413,12406,2652,2652,4208,0.001966050217636627,0.2565694019023053
M1_specz_x_ai_active,first_focal_event,5,raw,peer_car_0_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0015264965430819232,0.0010426348173554107,-1.4640759330805801,0.14317320226301078,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M1_specz_x_ai_active,first_focal_event,5,raw,peer_car_0_p1_ma,event_cluster,specz_ai_active,-0.0020616749912899016,0.0009009414878320871,-2.2883561464694657,0.022116789266225068,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M1_specz_x_ai_active,first_focal_event,5,raw,peer_car_0_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0015264965430819232,0.0010267509085528906,-1.4867252907848676,0.13708738021495903,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M1_specz_x_ai_active,first_focal_event,5,raw,peer_car_0_p1_ma,twoway_event_peer,specz_ai_active,-0.0020616749912899016,0.0008941744667348428,-2.3056741922169732,0.02112884421137684,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_0_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0015292184941396649,0.00104238898670951,-1.4670324740929204,0.1423672215679519,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_0_p1_ma,event_cluster,specz_ai_active,-0.0020615286168575906,0.0009007113179308085,-2.2887784085954546,0.02209223059840948,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_0_p1_ma,event_cluster,product_similarity,0.0055596322171267976,0.007189126784508571,0.7733390137320884,0.43932177244711523,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_0_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0015292184941396649,0.0010265940702074076,-1.4896038643888814,0.13632842532980405,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_0_p1_ma,twoway_event_peer,specz_ai_active,-0.0020615286168575906,0.0008939822930138139,-2.3060060953866515,0.02111029174846868,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_0_p1_ma,twoway_event_peer,product_similarity,0.0055596322171267976,0.007152469582151282,0.7773024622153795,0.4369803427175303,12402,2652,2652,4208,0.0031937071440090296,0.25665215287856796
M1_specz_x_ai_active,first_focal_event,5,raw,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0010453853694663419,0.0014310001973039963,-0.7305277605382916,0.46506765057845634,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M1_specz_x_ai_active,first_focal_event,5,raw,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.0036281575890925507,0.0012251225632633302,-2.9614649977781102,0.0030617929293081936,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M1_specz_x_ai_active,first_focal_event,5,raw,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0010453853694663419,0.0014119541206368588,-0.7403819672234273,0.45906825756295566,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M1_specz_x_ai_active,first_focal_event,5,raw,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.0036281575890925507,0.0012184980250296179,-2.9775654244530774,0.002905476265692597,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0010459762302324042,0.0014309532679535103,-0.7309646329179679,0.4648007557294931,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.0036281202422980365,0.0012251854847912175,-2.961282424037451,0.003063608673996576,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_m1_p1_ma,event_cluster,product_similarity,0.0012274676377058316,0.008431987036837781,0.14557276147878953,0.8842586720747743,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0010459762302324042,0.0014119249484484434,-0.7408157433451557,0.4588051681719869,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.0036281202422980365,0.0012185574003238668,-2.9773896915596745,0.002907142368988813,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M2_plus_similarity_control,first_focal_event,5,raw,peer_car_m1_p1_ma,twoway_event_peer,product_similarity,0.0012274676377058316,0.008646656081057998,0.141958651552571,0.88711266612306,12398,2652,2652,4205,0.005662278996612353,0.25673495725116957
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_ar0_ma,event_cluster,ai_active_peer_tminus5,-0.0010145945102214473,0.0006610473589312762,-1.5348287781706826,0.12482589183858517,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_ar0_ma,event_cluster,specz_ai_active,-0.0007457357486135479,0.0005786973291393184,-1.2886455683537736,0.1975213337765691,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_ar0_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0010145945102214473,0.0006562589651229628,-1.5460276569804168,0.12209788855974235,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_ar0_ma,twoway_event_peer,specz_ai_active,-0.0007457357486135479,0.00057226837039737,-1.3031224285482108,0.19253296759977223,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_ar0_ma,event_cluster,ai_active_peer_tminus5,-0.001014573822994277,0.0006610313824951106,-1.5348345779964259,0.12482446682352788,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_ar0_ma,event_cluster,specz_ai_active,-0.0007457725386392143,0.0005786667600411164,-1.2887772205651218,0.19747554752775964,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_ar0_ma,event_cluster,product_similarity,-4.734379789102065e-05,0.0044799707647542744,-0.010567880992325505,0.9915682078600239,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_ar0_ma,twoway_event_peer,ai_active_peer_tminus5,-0.001014573822994277,0.0006562564504713425,-1.546002057984467,0.12210407080062202,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_ar0_ma,twoway_event_peer,specz_ai_active,-0.0007457725386392143,0.0005721946067644243,-1.3033547150266185,0.19245368928032947,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_ar0_ma,twoway_event_peer,product_similarity,-4.734379789102065e-05,0.004479178029239601,-0.010569751320881945,0.991566715637088,11589,2647,2647,4046,0.0008505662265941841,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0024640724614148025,0.0009057515880775175,-2.7204726923469864,0.006518865591058631,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,event_cluster,specz_ai_active,-0.0016687990250221823,0.0007483051672493876,-2.2301049064732994,0.025740479177499775,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0024640724614148025,0.0008889881864275148,-2.7717718852000908,0.005575209140071591,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,specz_ai_active,-0.0016687990250221823,0.0007406682888413585,-2.2530990595435325,0.024252903764367728,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,event_cluster,ai_active_peer_tminus5,-0.00246242207861908,0.0009056130823223669,-2.7190663724782005,0.006546647014310736,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,event_cluster,specz_ai_active,-0.001671734054686384,0.0007484085373018071,-2.2337185793114913,0.025501595736005633,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,event_cluster,product_similarity,-0.003776987069424901,0.0061047862014184185,-0.6186927674137607,0.5361187755552776,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.00246242207861908,0.000888818997539518,-2.770442672170267,0.0055980153691364,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,specz_ai_active,-0.001671734054686384,0.000740650733320328,-2.257115235938566,0.02400087509391602,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_0_p1_ma,twoway_event_peer,product_similarity,-0.003776987069424901,0.00616073826449519,-0.6130737757830046,0.5398275591520592,11589,2647,2647,4046,0.0013588823884718253,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0022714464085983373,0.0012774460371559903,-1.7781153508881788,0.07538491173046302,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.0026586536460464576,0.0011058348858312228,-2.4042048954243542,0.016207686201640037,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0022714464085983373,0.0012723807659125385,-1.7851939210738377,0.07422986765720774,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.0026586536460464576,0.00108384824893702,-2.452975911207055,0.014167982606560159,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0022718453063750566,0.001277547742662887,-1.7782860323009781,0.07535688920868866,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.002657944248923141,0.0011064898795307735,-2.402140587178519,0.016299442886365867,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,event_cluster,product_similarity,0.0009128983582476558,0.007688049316839382,0.11874252110325374,0.9054793478719319,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0022718453063750566,0.0012724050673083099,-1.7854733250795658,0.07418457434604031,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.002657944248923141,0.0010847034679952385,-2.4503878961828933,0.014270239113270078,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M2_plus_similarity_control,first_focal_event,5,clean_m1_p1,peer_car_m1_p1_ma,twoway_event_peer,product_similarity,0.0009128983582476558,0.00796401076252209,0.1146279664190903,0.9087400118179954,11589,2647,2647,4046,0.0029473518854085745,0.2561912158080939
M1_specz_x_ai_active,first_focal_event,10,raw,peer_ar0_ma,event_cluster,ai_active_peer_tminus5,-0.0009298337504662724,0.0005303387042916928,-1.7532828415910833,0.07955346926400697,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M1_specz_x_ai_active,first_focal_event,10,raw,peer_ar0_ma,event_cluster,specz_ai_active,-0.000438958041832377,0.00044946339468866526,-0.9766269000313916,0.3287538966816581,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M1_specz_x_ai_active,first_focal_event,10,raw,peer_ar0_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0009298337504662724,0.0005322068324343797,-1.7471285481494068,0.08061504237510442,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M1_specz_x_ai_active,first_focal_event,10,raw,peer_ar0_ma,twoway_event_peer,specz_ai_active,-0.000438958041832377,0.0004452836977035505,-0.9857940995733806,0.32423416178606623,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M2_plus_similarity_control,first_focal_event,10,raw,peer_ar0_ma,event_cluster,ai_active_peer_tminus5,-0.0009212281819387159,0.0005305969672196469,-1.7362107943548848,0.08252656933312719,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M2_plus_similarity_control,first_focal_event,10,raw,peer_ar0_ma,event_cluster,specz_ai_active,-0.00043431864628950244,0.0004488400700509005,-0.9676467750311346,0.3332208082670516,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M2_plus_similarity_control,first_focal_event,10,raw,peer_ar0_ma,event_cluster,product_similarity,0.008252267891651968,0.004423698338476889,1.8654680451138725,0.06211582725103715,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M2_plus_similarity_control,first_focal_event,10,raw,peer_ar0_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0009212281819387159,0.0005323605184194587,-1.730459247191693,0.08354825630338225,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M2_plus_similarity_control,first_focal_event,10,raw,peer_ar0_ma,twoway_event_peer,specz_ai_active,-0.00043431864628950244,0.0004444544855227373,-0.9771948769482801,0.3284726837958243,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M2_plus_similarity_control,first_focal_event,10,raw,peer_ar0_ma,twoway_event_peer,product_similarity,0.008252267891651968,0.004420012638360289,1.8670235962749073,0.06189829276982706,24809,2652,2652,5003,0.0019214979644483847,0.26091337820952076
M1_specz_x_ai_active,first_focal_event,10,raw,peer_car_0_p1_ma,event_cluster,ai_active_peer_tminus5,-0.000713314240968065,0.0007296985494769766,-0.977546469674833,0.3282986837766366,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M1_specz_x_ai_active,first_focal_event,10,raw,peer_car_0_p1_ma,event_cluster,specz_ai_active,-0.0014813794256600095,0.000636945978461818,-2.3257536364974656,0.020031697309336183,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M1_specz_x_ai_active,first_focal_event,10,raw,peer_car_0_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.000713314240968065,0.0007734554189950606,-0.9222435106794699,0.35640157209562195,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M1_specz_x_ai_active,first_focal_event,10,raw,peer_car_0_p1_ma,twoway_event_peer,specz_ai_active,-0.0014813794256600095,0.0006459539728603143,-2.293320403465269,0.02182956540237546,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_0_p1_ma,event_cluster,ai_active_peer_tminus5,-0.0007034480655063666,0.0007300551494906064,-0.9635546930902346,0.3352692309702301,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_0_p1_ma,event_cluster,specz_ai_active,-0.0014761528471004363,0.0006364267060138398,-2.3194388814166698,0.020371251484613717,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_0_p1_ma,event_cluster,product_similarity,0.00939314001056143,0.005588957357264349,1.6806605257691805,0.0928288721242676,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_0_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0007034480655063666,0.0007737362770088133,-0.9091574046725922,0.36326704475978877,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_0_p1_ma,twoway_event_peer,specz_ai_active,-0.0014761528471004363,0.0006453082418949311,-2.2875158742212114,0.022165729954551017,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_0_p1_ma,twoway_event_peer,product_similarity,0.00939314001056143,0.005648039347476153,1.6630797755966038,0.09629646767336841,24801,2652,2652,5003,0.0029934802628926237,0.2609975404217572
M1_specz_x_ai_active,first_focal_event,10,raw,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-8.426529912194348e-05,0.0009739343908331257,-0.08652050889163182,0.9310526534638592,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M1_specz_x_ai_active,first_focal_event,10,raw,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.0032570567117844447,0.0010391875536283391,-3.134233758297414,0.0017230353485957473,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M1_specz_x_ai_active,first_focal_event,10,raw,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-8.426529912194348e-05,0.0010201575279398627,-0.08260028163700502,0.9341693773280495,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M1_specz_x_ai_active,first_focal_event,10,raw,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.0032570567117844447,0.001056132961276752,-3.0839457068426412,0.002042748708424913,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_m1_p1_ma,event_cluster,ai_active_peer_tminus5,-7.421197859698268e-05,0.0009741442677041053,-0.07618171256285053,0.93927453166463,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_m1_p1_ma,event_cluster,specz_ai_active,-0.0032516193602801775,0.0010392443512034057,-3.1288304396506224,0.001755035522103876,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_m1_p1_ma,event_cluster,product_similarity,0.009711336421577763,0.0065757073406227575,1.4768504616353628,0.13971572650067854,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_m1_p1_ma,twoway_event_peer,ai_active_peer_tminus5,-7.421197859698268e-05,0.00102036952184943,-0.07273049322609394,0.9420205827143122,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_m1_p1_ma,twoway_event_peer,specz_ai_active,-0.0032516193602801775,0.0010561720482921155,-3.07868340725189,0.002079175048576909,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M2_plus_similarity_control,first_focal_event,10,raw,peer_car_m1_p1_ma,twoway_event_peer,product_similarity,0.009711336421577763,0.006689223030107588,1.4517884032073556,0.14656044941310187,24790,2652,2652,5002,0.005285512585720045,0.26107301331181926
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_ar0_ma,event_cluster,ai_active_peer_tminus5,-0.0012137010229678513,0.000448737656777656,-2.704700629947857,0.0068365971275132775,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_ar0_ma,event_cluster,specz_ai_active,-0.00016363776227066684,0.00040150189112707384,-0.40756411336273407,0.6835937154631697,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_ar0_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0012137010229678513,0.00044897951364088505,-2.703243658325637,0.00686663899094353,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
M1_specz_x_ai_active,first_focal_event,10,clean_m1_p1,peer_ar0_ma,twoway_event_peer,specz_ai_active,-0.00016363776227066684,0.0003918783196925149,-0.417572889459831,0.6762594217464024,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_ar0_ma,event_cluster,ai_active_peer_tminus5,-0.0012094386050430922,0.00044878799093911345,-2.6948996618921903,0.007040983021726621,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_ar0_ma,event_cluster,specz_ai_active,-0.00015742387684299346,0.00040097807297099835,-0.3925997141853178,0.6946151506881044,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_ar0_ma,event_cluster,product_similarity,0.006036738415628998,0.0031437249425038637,1.9202501891978352,0.05482630481816386,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_ar0_ma,twoway_event_peer,ai_active_peer_tminus5,-0.0012094386050430922,0.0004489562129251428,-2.6938898944355385,0.00706234905958425,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
M2_plus_similarity_control,first_focal_event,10,clean_m1_p1,peer_ar0_ma,twoway_event_peer,specz_ai_active,-0.00015742387684299346,0.00039125038627153813,-0.4023609493224554,0.6874184049659631,23176,2652,2652,4854,0.0006983809544356227,0.2595788746979634
