recruitment_rows_scanned,ai_candidate_rows_after_relation_filter,firm_day_rows,firms_with_broad_ai_hiring,firms_with_genai_hiring,first_post_date,last_post_date
8996146,98445,57805,2814,1657,2016-04-03,2026-03-09
