cac_a_share_firms,history_genai_disclosure_firms_post_chatgpt,ai_patent_title_firms,genai_patent_title_firms,broad_ai_hiring_firms,genai_hiring_firms,evidence_union_firms
106,2771,101,28,2814,1657,4642
