outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,mean_ai_active,peer_cleaning_ann_rate,focal_cleaning_ann_rate,peer_group,top_n,sample,fe_spec,ai_active_def,ai_active_def_desc,interaction_term,model
peer_car_0_p1_mm,specz_x_ext_any,-0.0008955149299052447,0.0007989005929042155,-1.1209341160328978,0.26231590768700386,11288,2646,3977,-0.00018042890843770923,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,ext_any,"Prior CAC, broad-AI patent grant, or >=1 broad-AI hiring in prior 365 days",specz_x_ext_any,M1_specz_x_ai_active_external
peer_car_m1_p1_mm,ext_any,0.0009536632925949578,0.00127636765496444,0.7471697428916179,0.45496110563444114,11288,2646,3977,-9.09575054223345e-05,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,ext_any,"Prior CAC, broad-AI patent grant, or >=1 broad-AI hiring in prior 365 days",specz_x_ext_any,M1_specz_x_ai_active_external
peer_car_m1_p1_mm,specz_x_ext_any,-0.0005540320399117415,0.001029164824773402,-0.5383316904886701,0.5903480766031275,11288,2646,3977,-9.09575054223345e-05,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,ext_any,"Prior CAC, broad-AI patent grant, or >=1 broad-AI hiring in prior 365 days",specz_x_ext_any,M1_specz_x_ai_active_external
peer_car_0_p1_mm,ext_strict,5.2702170282614646e-05,0.0014158426123152797,0.03722318414787119,0.9703070531429328,11288,2646,3977,-0.00018042890843770923,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe,ext_strict,"Prior CAC, broad-AI patent grant, or >=3 broad-AI hiring in prior 365 days",specz_x_ext_strict,M1_specz_x_ai_active_external
peer_car_0_p1_mm,specz_x_ext_strict,-0.001347019867122871,0.001083560058981035,-1.2431427828648371,0.21381522271729292,11288,2646,3977,-0.00018042890843770923,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe,ext_strict,"Prior CAC, broad-AI patent grant, or >=3 broad-AI hiring in prior 365 days",specz_x_ext_strict,M1_specz_x_ai_active_external
peer_car_m1_p1_mm,ext_strict,0.0013996158328345013,0.00165837346073005,0.8439690250580602,0.39868671470240247,11288,2646,3977,-9.09575054223345e-05,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe,ext_strict,"Prior CAC, broad-AI patent grant, or >=3 broad-AI hiring in prior 365 days",specz_x_ext_strict,M1_specz_x_ai_active_external
peer_car_m1_p1_mm,specz_x_ext_strict,-0.001670852372305825,0.0012533397088328204,-1.3331201114355626,0.18249239047287968,11288,2646,3977,-9.09575054223345e-05,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe,ext_strict,"Prior CAC, broad-AI patent grant, or >=3 broad-AI hiring in prior 365 days",specz_x_ext_strict,M1_specz_x_ai_active_external
peer_car_0_p1_mm,ext_strict,0.0009273860841055674,0.0014733173146120456,0.6294544120997906,0.5290516051558523,11288,2646,3977,-0.00018042890843770923,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,ext_strict,"Prior CAC, broad-AI patent grant, or >=3 broad-AI hiring in prior 365 days",specz_x_ext_strict,M1_specz_x_ai_active_external
peer_car_0_p1_mm,specz_x_ext_strict,-0.0018852704465958123,0.001137514224610233,-1.6573598868548622,0.0974467362408642,11288,2646,3977,-0.00018042890843770923,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,ext_strict,"Prior CAC, broad-AI patent grant, or >=3 broad-AI hiring in prior 365 days",specz_x_ext_strict,M1_specz_x_ai_active_external
peer_car_m1_p1_mm,ext_strict,0.002520440656846271,0.0017501859396329116,1.440098791660339,0.14983945092702577,11288,2646,3977,-9.09575054223345e-05,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,ext_strict,"Prior CAC, broad-AI patent grant, or >=3 broad-AI hiring in prior 365 days",specz_x_ext_strict,M1_specz_x_ai_active_external
peer_car_m1_p1_mm,specz_x_ext_strict,-0.0017964870273322235,0.0013382888074863633,-1.3423761876231106,0.17947405162054508,11288,2646,3977,-9.09575054223345e-05,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe_peer_industry_week_fe,ext_strict,"Prior CAC, broad-AI patent grant, or >=3 broad-AI hiring in prior 365 days",specz_x_ext_strict,M1_specz_x_ai_active_external
peer_car_0_p1_mm,ext_genai_strict,-0.0011016972245762619,0.0015365063610532444,-0.7170144247376044,0.4733651961937553,11288,2646,3977,-0.00018042890843770923,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe,ext_genai_strict,"Prior CAC, GenAI patent grant, or >=1 GenAI hiring in prior 365 days",specz_x_ext_genai_strict,M1_specz_x_ai_active_external
peer_car_0_p1_mm,specz_x_ext_genai_strict,-0.00011763740516940696,0.0012611612702600366,-0.09327705182791692,0.9256834625758639,11288,2646,3977,-0.00018042890843770923,0.2600106307583274,0.171243798724309,0.08079376328844791,true_top5,5,base_no_announcement_filter,event_fe,ext_genai_strict,"Prior CAC, GenAI patent grant, or >=1 GenAI hiring in prior 365 days",specz_x_ext_genai_strict,M1_specz_x_ai_active_external
