peer_group,top_n,sample,obs,events,peer_firms,mean_current_text_history,mean_prior_cac,mean_prior_ai_patent_grant,mean_prior_broad_ai_hiring_365_ge1,mean_prior_broad_ai_hiring_365_ge3,mean_ext_no_hiring,mean_ext_any,mean_ext_strict,mean_ext_genai_strict,mean_ext_plus_history
true_top5,5,base_no_announcement_filter,11288,2646,3977,0.2600106307583274,0.002657689581856839,0.0176293408929837,0.20269312544294826,0.09266477675407513,0.02028703047484054,0.21385542168674698,0.10745924875974486,0.0709603118355776,0.32742735648476257
true_top5,5,drop_either_cleaning_ann,8683,2416,3573,0.25567200276402163,0.002764021651502937,0.0175054704595186,0.19682137510077163,0.08994587124265807,0.020269492111021536,0.207992629275596,0.10480248761948635,0.07094322238857538,0.32362086836346887
true_top10,10,base_no_announcement_filter,22545,2651,4791,0.2634730538922156,0.003104901308494123,0.01716566866267465,0.20368152583721447,0.09430028831226436,0.020226214238190286,0.21370592149035264,0.1086715457972943,0.07096917276557996,0.33155910401419386
true_top10,10,drop_either_cleaning_ann,17285,2432,4516,0.2592421174428695,0.003181949667341626,0.016777552791437663,0.19919004917558578,0.09175585768006943,0.019901648828463986,0.20908301995950246,0.1061614116285797,0.07029216083309228,0.3268151576511426
low_similarity_same_industry,10,base_no_announcement_filter,19198,2598,2843,0.25294301489738513,0.0054172309615584955,0.01145952703406605,0.1697572663819148,0.07495572455464111,0.016251692884675487,0.1764246275653714,0.08552974268152932,0.06896551724137931,0.30977185123450357
low_similarity_same_industry,10,drop_either_cleaning_ann,14753,2382,2659,0.2505253168847014,0.005897105673422355,0.010913034637022978,0.1690503626381075,0.07551006574933912,0.016267877719785807,0.1753541652545245,0.08567748932420524,0.06927404595675456,0.30631058089880026
