model,outcome,term,coef,se,z,p,nobs,events,peer_firms,mean_y,ai_def,controls,fe,cluster
baseline,peer_car_0_p1_mm,spec_ai,-0.002303271928067795,0.0009923103014472588,-2.321120646141164,0.020280333391531347,7805,2177,3345,-4.0177962161600595e-05,ext_any,"PeerCAR[-10,-2], PeerCAR[-20,-2]",event_id+peer_industry_week,event_id + peer_code
add_ai_theme_x_ai,peer_car_0_p1_mm,spec_ai,-0.0021119234482294175,0.0009831682146320745,-2.148079460664573,0.03170744358208788,7805,2177,3345,-4.0177962161600595e-05,ext_any,"AI-theme abnormal return[0,+1] x AIActive, pre-window controls",event_id+peer_industry_week,event_id + peer_code
add_market_x_ai,peer_car_0_p1_mm,spec_ai,-0.0023283333733455274,0.0009919476700554432,-2.3472340765873154,0.01891336858486592,7805,2177,3345,-4.0177962161600595e-05,ext_any,"Market return[0,+1] x AIActive, pre-window controls",event_id+peer_industry_week,event_id + peer_code
add_theme_and_market_x_ai,peer_car_0_p1_mm,spec_ai,-0.0021294381733881506,0.000981979760915599,-2.1685153382414524,0.03011949889404031,7805,2177,3345,-4.0177962161600595e-05,ext_any,"AI-theme x AIActive, market x AIActive, pre-window controls",event_id+peer_industry_week,event_id + peer_code
baseline,peer_car_0_p1_mm,spec_ai,-0.0022750698997931708,0.0010301721700936063,-2.208436575787567,0.027213854491653144,7805,2177,3345,-4.0177962161600595e-05,current_text_history,"PeerCAR[-10,-2], PeerCAR[-20,-2]",event_id+peer_industry_week,event_id + peer_code
add_ai_theme_x_ai,peer_car_0_p1_mm,spec_ai,-0.0018348918252293115,0.0010308672778869198,-1.7799496255138565,0.07508420513098546,7805,2177,3345,-4.0177962161600595e-05,current_text_history,"AI-theme abnormal return[0,+1] x AIActive, pre-window controls",event_id+peer_industry_week,event_id + peer_code
add_market_x_ai,peer_car_0_p1_mm,spec_ai,-0.0023021918817176497,0.0010278596916235623,-2.2397919681831358,0.02510443155509101,7805,2177,3345,-4.0177962161600595e-05,current_text_history,"Market return[0,+1] x AIActive, pre-window controls",event_id+peer_industry_week,event_id + peer_code
add_theme_and_market_x_ai,peer_car_0_p1_mm,spec_ai,-0.0018680024635477188,0.0010292751672624956,-1.814871788382827,0.06954361492469774,7805,2177,3345,-4.0177962161600595e-05,current_text_history,"AI-theme x AIActive, market x AIActive, pre-window controls",event_id+peer_industry_week,event_id + peer_code
